courier_id,orders_delivered,total_distance_km,shift_duration_hours,bundles_picked_up,driving_time_minutes
1,56,183.02109999999695,12.409966188055556,23,322.04999999998336
2,50,179.705499999996,12.409966188055556,22,307.7049999999499
3,44,163.23719999999605,12.409966188055556,18,296.6249999999999
4,54,178.82819999999703,12.409966188055556,21,312.48999999996664
5,58,184.09489999999604,12.409966188055556,26,320.7483333332666
6,38,152.51569999999896,12.409966188055556,13,270.3583333333334
7,48,166.95369999999699,12.409966188055556,20,303.51166666663323
8,48,157.58999999999696,12.409966188055556,22,284.3916666666333
9,61,181.34019999999805,12.409966188055556,27,323.0533333332833
10,51,177.58539999999695,12.409966188055556,22,307.74833333328337
11,47,176.47219999999498,12.409966188055556,20,307.5749999999333
12,58,183.97109999999697,12.409966188055556,24,331.40166666653323
13,53,164.787699999999,12.409966188055556,22,300.66833333329987
14,62,165.546699999998,12.409966188055556,23,305.29166666661666
15,53,153.34599999999597,12.409966188055556,21,290.56833333326665
16,57,197.874799999996,12.409966188055556,26,340.0149999998833
17,50,172.28789999999896,12.409966188055556,21,297.2666666666166
18,45,156.58119999999596,12.409966188055556,19,289.0199999999334
19,53,173.29009999999602,12.409966188055556,22,312.7066666666001
20,47,160.941599999999,12.409966188055556,23,287.9099999999667
21,42,157.47089999999704,12.409966188055556,19,281.855
