order_id,restaurant_id,created_at,ready_at,rest_lat,rest_lon,dest_lat,dest_lon
0,14,2025-07-03 08:00:27,2025-07-03 08:07:49.633562,24.15621620358564,-110.3098458872095,24.130858916686527,-110.31492959574342
1,11,2025-07-03 08:00:54,2025-07-03 08:14:41.583669,24.152368251890756,-110.31505658304705,24.13026106545238,-110.32058979095933
2,2,2025-07-03 08:00:46,2025-07-03 08:07:17.760955,24.13468717016396,-110.33219596736404,24.146041101212777,-110.31468114868929
3,11,2025-07-03 08:00:27,2025-07-03 08:10:52.315366,24.152368251890756,-110.31505658304705,24.141783817402754,-110.2995311890905
4,18,2025-07-03 08:01:25,2025-07-03 08:15:14.175270,24.147374603184534,-110.29810635950768,24.129516764065723,-110.30942381954237
5,22,2025-07-03 08:01:30,2025-07-03 08:10:18.697662,24.129330805690586,-110.31267188285483,24.14278934111804,-110.30063724688839
6,4,2025-07-03 08:01:19,2025-07-03 08:09:42.566510,24.143055193332152,-110.29733101088809,24.126178805021347,-110.31168370684578
7,18,2025-07-03 08:04:48,2025-07-03 08:16:28.246782,24.147374603184534,-110.29810635950768,24.132503714023905,-110.31293881123494
8,19,2025-07-03 08:04:39,2025-07-03 08:14:13.373907,24.138666320391177,-110.33010754966693,24.130461088794952,-110.31196965292558
9,2,2025-07-03 08:04:33,2025-07-03 08:19:00.385977,24.13468717016396,-110.33219596736404,24.137989544362924,-110.30973737582627
10,19,2025-07-03 08:06:16,2025-07-03 08:21:17.942606,24.138666320391177,-110.33010754966693,24.142561062998873,-110.30542501944903
11,23,2025-07-03 08:07:45,2025-07-03 08:20:17.014333,24.15385333554339,-110.31012181908423,24.132681956101077,-110.3340057937253
12,19,2025-07-03 08:07:20,2025-07-03 08:22:21.076862,24.138666320391177,-110.33010754966693,24.151655119807053,-110.31426073844605
13,2,2025-07-03 08:08:20,2025-07-03 08:17:37.364654,24.13468717016396,-110.33219596736404,24.14309855379781,-110.31467486542105
14,15,2025-07-03 08:09:37,2025-07-03 08:24:25.829502,24.14696269109487,-110.30531088365811,24.133602529768254,-110.3320315907349
15,12,2025-07-03 08:11:49,2025-07-03 08:20:15.742823,24.139936811094646,-110.31775311304888,24.15792890345356,-110.30859350147111
16,11,2025-07-03 08:11:25,2025-07-03 08:18:28.005964,24.152368251890756,-110.31505658304705,24.13614897337337,-110.33262463434905
17,9,2025-07-03 08:11:36,2025-07-03 08:22:07.852258,24.13460109962574,-110.3186147516135,24.144360499757177,-110.30096872757649
18,14,2025-07-03 08:12:36,2025-07-03 08:25:15.811293,24.15621620358564,-110.3098458872095,24.13834245850714,-110.31430461978182
19,18,2025-07-03 08:13:06,2025-07-03 08:23:17.070108,24.147374603184534,-110.29810635950768,24.143635571396608,-110.32204575620752
20,11,2025-07-03 08:13:34,2025-07-03 08:29:37.099283,24.152368251890756,-110.31505658304705,24.13328972572797,-110.32390471383083
21,3,2025-07-03 08:14:16,2025-07-03 08:28:18.978334,24.139610174980568,-110.29945500232952,24.12995576077632,-110.31786842747238
22,6,2025-07-03 08:14:52,2025-07-03 08:26:42.850875,24.157989432420596,-110.30908336229139,24.138655132888353,-110.3299939460898
23,19,2025-07-03 08:15:34,2025-07-03 08:28:01.578136,24.138666320391177,-110.33010754966693,24.14312638434818,-110.30812960765134
24,5,2025-07-03 08:17:22,2025-07-03 08:31:59.464930,24.141781158562928,-110.31787811009043,24.14727021969771,-110.29934656197275
25,7,2025-07-03 08:18:18,2025-07-03 08:36:08.934440,24.136554902073854,-110.31928321940063,24.15405424991917,-110.30436804838145
26,10,2025-07-03 08:18:14,2025-07-03 08:30:49.669477,24.142685367285154,-110.32137277629468,24.14153672403611,-110.29950617562683
27,22,2025-07-03 08:18:39,2025-07-03 08:30:25.643032,24.129330805690586,-110.31267188285483,24.145999205668076,-110.2950139491703
28,19,2025-07-03 08:19:12,2025-07-03 08:29:44.784455,24.138666320391177,-110.33010754966693,24.146320098054638,-110.31080561133793
29,2,2025-07-03 08:19:47,2025-07-03 08:27:43.049567,24.13468717016396,-110.33219596736404,24.156280460739502,-110.3090491815067
30,7,2025-07-03 08:19:22,2025-07-03 08:29:04.447562,24.136554902073854,-110.31928321940063,24.14820290653037,-110.2998270234616
31,2,2025-07-03 08:20:20,2025-07-03 08:27:32.389666,24.13468717016396,-110.33219596736404,24.14852776880873,-110.30541552811351
32,2,2025-07-03 08:21:06,2025-07-03 08:33:19.260410,24.13468717016396,-110.33219596736404,24.136539147291856,-110.3106252013862
33,19,2025-07-03 08:21:28,2025-07-03 08:35:12.213442,24.138666320391177,-110.33010754966693,24.140870054357045,-110.31170883189583
34,14,2025-07-03 08:21:16,2025-07-03 08:36:05.539804,24.15621620358564,-110.3098458872095,24.13596961524433,-110.31701854968209
35,6,2025-07-03 08:21:36,2025-07-03 08:30:27.486625,24.157989432420596,-110.30908336229139,24.128714390966707,-110.30899906840146
36,1,2025-07-03 08:21:43,2025-07-03 08:33:37.230425,24.145713217732087,-110.31230961161828,24.126816732174813,-110.31398474369345
37,14,2025-07-03 08:21:58,2025-07-03 08:39:10.785687,24.15621620358564,-110.3098458872095,24.134726872788946,-110.3264662256005
38,22,2025-07-03 08:21:13,2025-07-03 08:28:01.350560,24.129330805690586,-110.31267188285483,24.15001012760718,-110.3112126312975
39,4,2025-07-03 08:22:22,2025-07-03 08:33:43.008266,24.143055193332152,-110.29733101088809,24.14031380924516,-110.32068978139758
40,19,2025-07-03 08:22:21,2025-07-03 08:33:22.815181,24.138666320391177,-110.33010754966693,24.144755608010335,-110.31300627151427
41,4,2025-07-03 08:23:01,2025-07-03 08:32:30.808723,24.143055193332152,-110.29733101088809,24.14645986696293,-110.32037552565085
42,3,2025-07-03 08:23:59,2025-07-03 08:34:27.680906,24.139610174980568,-110.29945500232952,24.139726343680902,-110.32096862311019
43,11,2025-07-03 08:23:43,2025-07-03 08:39:41.969157,24.152368251890756,-110.31505658304705,24.131948106605705,-110.31321033453365
44,4,2025-07-03 08:24:15,2025-07-03 08:36:20.760723,24.143055193332152,-110.29733101088809,24.13378362243927,-110.32490220306835
45,2,2025-07-03 08:24:33,2025-07-03 08:32:53.741863,24.13468717016396,-110.33219596736404,24.14652619696627,-110.31120839657234
46,6,2025-07-03 08:25:06,2025-07-03 08:36:53.949015,24.157989432420596,-110.30908336229139,24.140439207737938,-110.32094293044837
47,14,2025-07-03 08:25:38,2025-07-03 08:35:30.168549,24.15621620358564,-110.3098458872095,24.131227824947153,-110.32603784626343
48,18,2025-07-03 08:26:12,2025-07-03 08:38:22.534039,24.147374603184534,-110.29810635950768,24.140954571610994,-110.32554121373008
49,6,2025-07-03 08:26:02,2025-07-03 08:36:53.337460,24.157989432420596,-110.30908336229139,24.13433725011914,-110.31728596192225
50,2,2025-07-03 08:27:19,2025-07-03 08:38:12.895893,24.13468717016396,-110.33219596736404,24.14134740161608,-110.31496526509942
51,19,2025-07-03 08:27:23,2025-07-03 08:36:21.371372,24.138666320391177,-110.33010754966693,24.139243749332053,-110.30886855090503
52,4,2025-07-03 08:28:17,2025-07-03 08:37:02.235961,24.143055193332152,-110.29733101088809,24.14390066349321,-110.31872772039884
53,9,2025-07-03 08:28:24,2025-07-03 08:41:17.753474,24.13460109962574,-110.3186147516135,24.150550292992403,-110.3086091212605
54,13,2025-07-03 08:29:24,2025-07-03 08:39:13.257095,24.139741619536466,-110.32296109834132,24.14588879032374,-110.30479980320523
55,19,2025-07-03 08:29:26,2025-07-03 08:39:29.312037,24.138666320391177,-110.33010754966693,24.149687439838946,-110.31495487468149
56,2,2025-07-03 08:29:53,2025-07-03 08:42:08.269076,24.13468717016396,-110.33219596736404,24.143049207107918,-110.30897852840125
57,19,2025-07-03 08:29:45,2025-07-03 08:43:23.810793,24.138666320391177,-110.33010754966693,24.138551518535834,-110.3080598361761
58,4,2025-07-03 08:31:37,2025-07-03 08:44:54.136611,24.143055193332152,-110.29733101088809,24.135467399853834,-110.31534168300956
59,3,2025-07-03 08:32:30,2025-07-03 08:39:33.027969,24.139610174980568,-110.29945500232952,24.150717209430564,-110.31625653561451
60,6,2025-07-03 08:32:16,2025-07-03 08:48:02.120703,24.157989432420596,-110.30908336229139,24.136360167702872,-110.32237535231285
61,0,2025-07-03 08:32:58,2025-07-03 08:43:49.056690,24.152588956204344,-110.30899057710464,24.130872557934218,-110.31058055695793
62,14,2025-07-03 08:33:49,2025-07-03 08:46:33.388135,24.15621620358564,-110.3098458872095,24.134407123337898,-110.31251210925258
63,6,2025-07-03 08:33:39,2025-07-03 08:49:18.847445,24.157989432420596,-110.30908336229139,24.13415617869719,-110.30508423109316
64,3,2025-07-03 08:33:43,2025-07-03 08:44:09.265429,24.139610174980568,-110.29945500232952,24.14180064008752,-110.32451825133096
65,20,2025-07-03 08:33:25,2025-07-03 08:43:56.401286,24.146381928460865,-110.31052191162912,24.12649286974551,-110.31127802041586
66,6,2025-07-03 08:33:45,2025-07-03 08:42:54.244205,24.157989432420596,-110.30908336229139,24.13281063073486,-110.3127630213467
67,6,2025-07-03 08:34:47,2025-07-03 08:48:48.348663,24.157989432420596,-110.30908336229139,24.139130393773208,-110.32167889139889
68,14,2025-07-03 08:34:14,2025-07-03 08:44:23.534303,24.15621620358564,-110.3098458872095,24.129969773109888,-110.32031792811796
69,2,2025-07-03 08:34:50,2025-07-03 08:46:33.067540,24.13468717016396,-110.33219596736404,24.14094652707717,-110.31268575219534
70,24,2025-07-03 08:34:03,2025-07-03 08:45:09.369252,24.131587482985925,-110.31421213409084,24.153881293256873,-110.31412757870352
71,18,2025-07-03 08:34:38,2025-07-03 08:52:08.437127,24.147374603184534,-110.29810635950768,24.128577280519288,-110.31801741335272
72,0,2025-07-03 08:35:16,2025-07-03 08:43:37.490428,24.152588956204344,-110.30899057710464,24.134700654797033,-110.32064396870767
73,4,2025-07-03 08:38:12,2025-07-03 08:49:40.208598,24.143055193332152,-110.29733101088809,24.13272274537777,-110.32241285419593
74,23,2025-07-03 08:38:25,2025-07-03 08:48:30.387331,24.15385333554339,-110.31012181908423,24.13552821577129,-110.30804769116268
75,18,2025-07-03 08:39:25,2025-07-03 08:47:01.604951,24.147374603184534,-110.29810635950768,24.13098294380934,-110.32327295976403
76,19,2025-07-03 08:39:17,2025-07-03 08:53:14.697992,24.138666320391177,-110.33010754966693,24.150581482887432,-110.31135065678815
77,1,2025-07-03 08:39:05,2025-07-03 08:53:10.643327,24.145713217732087,-110.31230961161828,24.134062229251153,-110.32646206361423
78,4,2025-07-03 08:39:59,2025-07-03 08:55:46.917040,24.143055193332152,-110.29733101088809,24.125851242822456,-110.31639510837526
79,2,2025-07-03 08:40:50,2025-07-03 08:53:05.930712,24.13468717016396,-110.33219596736404,24.152384757137856,-110.31125953546315
80,24,2025-07-03 08:40:56,2025-07-03 08:54:30.686754,24.131587482985925,-110.31421213409084,24.150695172224474,-110.30626253536381
81,1,2025-07-03 08:40:18,2025-07-03 08:50:22.559007,24.145713217732087,-110.31230961161828,24.13314411553397,-110.33555647978757
82,19,2025-07-03 08:41:32,2025-07-03 08:53:23.195085,24.138666320391177,-110.33010754966693,24.135133123017383,-110.31073592185925
83,23,2025-07-03 08:41:55,2025-07-03 08:53:08.779236,24.15385333554339,-110.31012181908423,24.13083390682485,-110.3297246679834
84,4,2025-07-03 08:41:57,2025-07-03 08:54:25.048156,24.143055193332152,-110.29733101088809,24.1377312301997,-110.31625578040259
85,18,2025-07-03 08:41:43,2025-07-03 08:49:37.522215,24.147374603184534,-110.29810635950768,24.1420871633603,-110.31692906442592
86,17,2025-07-03 08:41:11,2025-07-03 08:56:59.450409,24.132903125109184,-110.31070919669665,24.15532658426204,-110.31338849652766
87,4,2025-07-03 08:41:00,2025-07-03 08:47:15.923452,24.143055193332152,-110.29733101088809,24.137853028099883,-110.31471354948194
88,6,2025-07-03 08:41:36,2025-07-03 08:52:00.054439,24.157989432420596,-110.30908336229139,24.1359145037916,-110.32506973694845
89,2,2025-07-03 08:42:24,2025-07-03 08:55:53.668000,24.13468717016396,-110.33219596736404,24.147385201933883,-110.30456832199083
90,4,2025-07-03 08:42:00,2025-07-03 08:56:09.860110,24.143055193332152,-110.29733101088809,24.13371147809453,-110.3190891728316
91,20,2025-07-03 08:42:03,2025-07-03 08:52:23.421369,24.146381928460865,-110.31052191162912,24.13084913236434,-110.32873731470254
92,6,2025-07-03 08:42:23,2025-07-03 08:55:48.677290,24.157989432420596,-110.30908336229139,24.138169403439402,-110.31234852433265
93,19,2025-07-03 08:43:17,2025-07-03 08:54:18.012460,24.138666320391177,-110.33010754966693,24.14582172636641,-110.31139303505861
94,19,2025-07-03 08:43:25,2025-07-03 09:01:28.570799,24.138666320391177,-110.33010754966693,24.149495057645073,-110.30965536649724
95,6,2025-07-03 08:43:55,2025-07-03 08:55:48.856598,24.157989432420596,-110.30908336229139,24.14002345679746,-110.31648937465921
96,15,2025-07-03 08:43:36,2025-07-03 08:54:29.800068,24.14696269109487,-110.30531088365811,24.136485896124736,-110.33147983112086
97,16,2025-07-03 08:43:56,2025-07-03 08:50:51.357617,24.143050618848637,-110.31332110198996,24.134006425087076,-110.33025851564918
98,15,2025-07-03 08:43:20,2025-07-03 08:56:30.587718,24.14696269109487,-110.30531088365811,24.14174596019288,-110.3261624834837
99,19,2025-07-03 08:43:05,2025-07-03 08:51:57.401418,24.138666320391177,-110.33010754966693,24.132372405151088,-110.30652341569454
100,10,2025-07-03 08:44:59,2025-07-03 08:55:47.188730,24.142685367285154,-110.32137277629468,24.155088975427997,-110.3071180796121
101,22,2025-07-03 08:44:00,2025-07-03 08:50:27.509256,24.129330805690586,-110.31267188285483,24.145690384257033,-110.30479777134668
102,2,2025-07-03 08:44:39,2025-07-03 08:58:55.199732,24.13468717016396,-110.33219596736404,24.1372261006944,-110.31009243711448
103,14,2025-07-03 08:44:52,2025-07-03 08:57:44.036440,24.15621620358564,-110.3098458872095,24.133450697971714,-110.3339474796053
104,6,2025-07-03 08:45:27,2025-07-03 08:59:42.430675,24.157989432420596,-110.30908336229139,24.14121734173199,-110.30212521753167
105,11,2025-07-03 08:45:45,2025-07-03 08:55:09.174211,24.152368251890756,-110.31505658304705,24.135744135624304,-110.32411331295428
106,24,2025-07-03 08:45:24,2025-07-03 09:03:08.367070,24.131587482985925,-110.31421213409084,24.141044163326537,-110.29839754745798
107,23,2025-07-03 08:45:48,2025-07-03 09:00:36.056159,24.15385333554339,-110.31012181908423,24.127887554873276,-110.31776481478575
108,13,2025-07-03 08:45:00,2025-07-03 09:00:14.010533,24.139741619536466,-110.32296109834132,24.140801214272766,-110.30348132128543
109,15,2025-07-03 08:45:47,2025-07-03 08:55:41.341905,24.14696269109487,-110.30531088365811,24.136422863770306,-110.32053489015928
110,19,2025-07-03 08:45:31,2025-07-03 08:54:18.900870,24.138666320391177,-110.33010754966693,24.14566299885675,-110.30863841771321
111,19,2025-07-03 08:45:34,2025-07-03 08:54:43.146663,24.138666320391177,-110.33010754966693,24.148125702293143,-110.30911788751656
112,3,2025-07-03 08:45:56,2025-07-03 08:57:27.465570,24.139610174980568,-110.29945500232952,24.131097929070233,-110.32849220160094
113,11,2025-07-03 08:46:53,2025-07-03 08:59:12.817820,24.152368251890756,-110.31505658304705,24.140620624191396,-110.30126308815028
114,2,2025-07-03 08:46:33,2025-07-03 08:55:45.476930,24.13468717016396,-110.33219596736404,24.141153610132346,-110.31386543703509
115,18,2025-07-03 08:47:08,2025-07-03 08:57:43.109729,24.147374603184534,-110.29810635950768,24.14439031897972,-110.31881256321941
116,4,2025-07-03 08:47:00,2025-07-03 08:56:51.410871,24.143055193332152,-110.29733101088809,24.14373413725468,-110.31709464122683
117,13,2025-07-03 08:47:35,2025-07-03 09:03:59.718969,24.139741619536466,-110.32296109834132,24.15097029005142,-110.30690925558808
118,19,2025-07-03 08:48:04,2025-07-03 08:57:16.944155,24.138666320391177,-110.33010754966693,24.14809286170249,-110.30309652324307
119,2,2025-07-03 08:48:16,2025-07-03 08:59:35.838061,24.13468717016396,-110.33219596736404,24.155625368127986,-110.3058585252394
120,14,2025-07-03 08:49:38,2025-07-03 08:58:03.337164,24.15621620358564,-110.3098458872095,24.13279746237692,-110.31925791221902
121,6,2025-07-03 08:49:19,2025-07-03 09:00:44.966750,24.157989432420596,-110.30908336229139,24.137545633478876,-110.31481849313715
122,14,2025-07-03 08:50:47,2025-07-03 09:04:03.684921,24.15621620358564,-110.3098458872095,24.131710323978854,-110.30917804435963
123,18,2025-07-03 08:50:42,2025-07-03 08:59:26.840499,24.147374603184534,-110.29810635950768,24.13871203225305,-110.31842963017667
124,2,2025-07-03 08:50:06,2025-07-03 08:57:06.046705,24.13468717016396,-110.33219596736404,24.139596321078724,-110.30031657460788
125,14,2025-07-03 08:50:03,2025-07-03 09:01:38.439358,24.15621620358564,-110.3098458872095,24.13837580126194,-110.32820602605037
126,18,2025-07-03 08:51:41,2025-07-03 09:04:02.538556,24.147374603184534,-110.29810635950768,24.136580042541656,-110.32328792006983
127,2,2025-07-03 08:51:35,2025-07-03 09:05:59.806275,24.13468717016396,-110.33219596736404,24.141881827910993,-110.30829200334135
128,12,2025-07-03 08:52:44,2025-07-03 09:05:09.429979,24.139936811094646,-110.31775311304888,24.14316705601484,-110.29620233869925
129,4,2025-07-03 08:53:56,2025-07-03 09:08:13.067486,24.143055193332152,-110.29733101088809,24.13841975758695,-110.31610345566288
130,19,2025-07-03 08:54:16,2025-07-03 09:09:27.815711,24.138666320391177,-110.33010754966693,24.1515831569933,-110.31309425265174
131,22,2025-07-03 08:54:19,2025-07-03 09:03:25.415437,24.129330805690586,-110.31267188285483,24.1314245524323,-110.33133142014644
132,7,2025-07-03 08:54:45,2025-07-03 09:07:03.213185,24.136554902073854,-110.31928321940063,24.155660381599162,-110.30999527018865
133,0,2025-07-03 08:55:06,2025-07-03 09:00:51.342858,24.152588956204344,-110.30899057710464,24.13149957756887,-110.31679271873041
134,2,2025-07-03 08:56:51,2025-07-03 09:05:11.321719,24.13468717016396,-110.33219596736404,24.13713044674186,-110.30472402549479
135,2,2025-07-03 08:56:23,2025-07-03 09:07:14.630733,24.13468717016396,-110.33219596736404,24.14141772877869,-110.31241306149377
136,4,2025-07-03 08:56:57,2025-07-03 09:10:42.459260,24.143055193332152,-110.29733101088809,24.139376950560802,-110.32552317326682
137,17,2025-07-03 08:57:44,2025-07-03 09:08:57.306555,24.132903125109184,-110.31070919669665,24.15619842505619,-110.30541521060088
138,15,2025-07-03 08:57:40,2025-07-03 09:08:39.665302,24.14696269109487,-110.30531088365811,24.124753953083392,-110.31293219614847
139,2,2025-07-03 08:58:25,2025-07-03 09:06:42.789434,24.13468717016396,-110.33219596736404,24.143494540195466,-110.30334430712685
140,24,2025-07-03 08:58:11,2025-07-03 09:06:57.897066,24.131587482985925,-110.31421213409084,24.14987274588098,-110.30564354471412
141,24,2025-07-03 08:58:02,2025-07-03 09:08:57.606537,24.131587482985925,-110.31421213409084,24.146936574133477,-110.30222260726082
142,5,2025-07-03 08:59:47,2025-07-03 09:11:27.543160,24.141781158562928,-110.31787811009043,24.148366460671458,-110.29982741867765
143,6,2025-07-03 09:00:23,2025-07-03 09:18:25.256022,24.157989432420596,-110.30908336229139,24.13782248069109,-110.32309064403438
