order_id,restaurant_id,created_at,ready_at,rest_lat,rest_lon,dest_lat,dest_lon
0,23,2025-07-03 11:00:00,2025-07-03 11:09:00,24.135314091073276,-110.3110030869511,24.13609454590714,-110.31250671643336
1,10,2025-07-03 11:00:00,2025-07-03 11:09:00,24.148510731135925,-110.29736954587892,24.14670307206112,-110.29645705822742
2,22,2025-07-03 11:00:00,2025-07-03 11:08:00,24.13913682223746,-110.3089251485944,24.138762657963376,-110.30828333095121
3,10,2025-07-03 11:00:00,2025-07-03 11:05:00,24.148510731135925,-110.29736954587892,24.146975583909356,-110.29748647256122
4,5,2025-07-03 11:00:00,2025-07-03 11:04:00,24.13970794837793,-110.32228989919277,24.140154981624324,-110.32283845159105
5,16,2025-07-03 11:00:00,2025-07-03 11:09:00,24.137286329191397,-110.31841879399876,24.137495566627944,-110.31654119111263
6,1,2025-07-03 11:00:00,2025-07-03 11:04:00,24.13513982839348,-110.30536246562927,24.134446414245964,-110.30639877909513
7,20,2025-07-03 11:00:00,2025-07-03 11:10:00,24.145744281012227,-110.30894700482281,24.147383402876542,-110.30728344523087
8,2,2025-07-03 11:00:00,2025-07-03 11:07:00,24.145818969611213,-110.31595395422156,24.144040505464794,-110.31665738648228
9,0,2025-07-03 11:00:00,2025-07-03 11:11:00,24.14047508209124,-110.32600760816784,24.13930630932364,-110.32526772356239
10,23,2025-07-03 11:00:00,2025-07-03 11:07:00,24.135314091073276,-110.3110030869511,24.131846626968553,-110.31135053714173
11,12,2025-07-03 11:01:00,2025-07-03 11:09:00,24.128093115553185,-110.31077133237706,24.130245249657197,-110.31671350594343
12,18,2025-07-03 11:01:00,2025-07-03 11:11:00,24.14745524684786,-110.30358776043293,24.147799468308044,-110.30519877780127
13,19,2025-07-03 11:01:00,2025-07-03 11:08:00,24.15027352314047,-110.3145322695569,24.150891080380724,-110.31136100075689
14,1,2025-07-03 11:01:00,2025-07-03 11:10:00,24.13513982839348,-110.30536246562927,24.136175715218677,-110.3036659389467
15,9,2025-07-03 11:01:00,2025-07-03 11:05:00,24.14526456231681,-110.30203622389277,24.142356525836068,-110.30300390252981
16,16,2025-07-03 11:01:00,2025-07-03 11:10:00,24.137286329191397,-110.31841879399876,24.13309930269342,-110.31831534784445
17,6,2025-07-03 11:01:00,2025-07-03 11:10:00,24.149340473053726,-110.30060777452461,24.14769917589621,-110.29958318849131
18,10,2025-07-03 11:02:00,2025-07-03 11:10:00,24.148510731135925,-110.29736954587892,24.1445662622878,-110.29741272767049
19,13,2025-07-03 11:02:00,2025-07-03 11:08:00,24.140209496314164,-110.31543871354232,24.142096002393245,-110.31708147683692
