courier_id,orders_delivered,total_distance_km,shift_duration_hours,bundles_picked_up,driving_time_minutes
1,44,260.36440000000005,12.469202148333334,44,417.0316666666667
2,46,252.71740000000003,12.469202148333334,46,399.7466666666667
3,45,250.02959999999996,12.469202148333334,45,397.48833333333346
4,47,253.01599999999996,12.469202148333334,47,396.09833333333324
5,46,251.5933,12.469202148333334,46,394.6899999999998
6,46,247.59870000000004,12.469202148333334,46,403.9283333333334
7,44,238.02349999999998,12.469202148333334,44,380.99666666666656
8,45,244.90359999999995,12.469202148333334,45,391.78333333333325
9,45,237.52259999999998,12.469202148333334,45,389.775
10,48,251.35320000000002,12.469202148333334,48,387.44999999999993
11,46,243.3923,12.469202148333334,46,395.20833333333337
12,48,244.25880000000004,12.469202148333334,48,386.16666666666674
13,45,250.9899,12.469202148333334,45,396.3950000000001
14,47,240.7727,12.469202148333334,47,384.9866666666667
