courier_id,orders_delivered,total_distance_km,shift_duration_hours,bundles_picked_up,driving_time_minutes
1,76,195.6365999999979,12.437895562777777,31,349.14333333331666
2,62,167.52029999999607,12.437895562777777,30,301.08833333325
3,61,175.751899999997,12.437895562777777,28,313.72666666658336
4,62,179.02779999999598,12.437895562777777,27,324.18666666663336
5,63,183.889399999997,12.437895562777777,31,312.9133333333166
6,57,163.990399999999,12.437895562777777,23,298.2699999999501
7,60,193.522699999994,12.437895562777777,27,336.82166666666666
8,62,174.04239999999396,12.437895562777777,30,311.5033333332667
9,78,189.44129999999495,12.437895562777777,33,341.00166666665
10,70,188.58099999999297,12.437895562777777,30,332.8266666666
11,66,187.782599999998,12.437895562777777,28,334.1666666665833
12,71,184.82459999999605,12.437895562777777,30,327.94833333328336
13,79,208.95769999999496,12.437895562777777,34,350.55833333326666
14,60,186.152799999999,12.437895562777777,26,311.0899999999
15,63,177.892799999997,12.437895562777777,27,309.61666666658334
16,66,193.74079999999597,12.437895562777777,30,340.4016666666001
17,67,196.59789999999398,12.437895562777777,31,341.0083333333166
18,58,179.65329999999696,12.437895562777777,25,308.0833333332333
19,59,164.04739999999703,12.437895562777777,25,299.4799999999333
20,71,182.31449999999796,12.437895562777777,31,332.1949999999834
21,60,170.00159999999408,12.437895562777777,29,306.3549999999667
22,62,181.14889999999497,12.437895562777777,25,314.2383333332833
23,60,167.411699999998,12.437895562777777,26,302.12833333331673
24,61,174.603499999998,12.437895562777777,28,304.3033333333165
25,71,179.652899999999,12.437895562777777,28,326.27333333333337
26,72,192.05389999999707,12.437895562777777,30,339.9433333333167
27,66,188.900299999997,12.437895562777777,30,325.65333333329994
28,61,177.26569999999896,12.437895562777777,30,308.3533333333166
29,61,184.40889999999806,12.437895562777777,29,327.55833333333334
30,60,190.22419999999602,12.437895562777777,29,330.3649999999166
31,60,171.71739999999903,12.437895562777777,29,302.27999999991675
32,65,192.15439999999506,12.437895562777777,31,335.5949999999333
33,69,193.07619999999795,12.437895562777777,31,334.20333333321656
34,60,174.661599999997,12.437895562777777,27,316.11333333331675
35,67,166.10049999999498,12.437895562777777,29,303.9083333332666
36,63,172.701799999996,12.437895562777777,28,296.0816666665834
37,56,158.52989999999602,12.437895562777777,23,279.5149999999666
38,82,199.053199999995,12.437895562777777,36,360.49333333324995
39,67,185.73929999999797,12.437895562777777,33,336.3316666666332
40,67,180.81649999999902,12.437895562777777,27,320.0883333332833
