order_id,status,placement_time,ready_time,pickup_time,delivery_time,click_to_door,ready_to_pickup,courier_id,bundle_size,routing_source
0,delivered,2025-07-03 08:00:31,2025-07-03 08:10:19.341393,2025-07-03 08:15:46.000000,2025-07-03 08:18:00.900,17.498333333333335,5.444310116666667,13,1,osrm
1,delivered,2025-07-03 08:00:20,2025-07-03 08:11:11.792243,2025-07-03 08:15:27.200000,2025-07-03 08:19:32.500,19.208333333333332,4.25679595,10,1,osrm
2,delivered,2025-07-03 08:00:03,2025-07-03 08:15:00.594227,2025-07-03 08:18:29.700000,2025-07-03 08:20:16.700,20.228333333333335,3.485096216666667,8,1,osrm
3,delivered,2025-07-03 08:02:07,2025-07-03 08:11:01.402708,2025-07-03 08:18:21.900000,2025-07-03 08:25:00.700,22.895,7.341621533333334,2,2,osrm
4,delivered,2025-07-03 08:04:40,2025-07-03 08:14:17.263612,2025-07-03 08:23:12.000000,2025-07-03 08:29:49.400,25.15666666666667,8.912273133333334,25,2,osrm
5,delivered,2025-07-03 08:04:27,2025-07-03 08:17:04.205926,2025-07-03 08:41:27.853002,2025-07-03 08:44:40.400,40.223333333333336,24.394117933333334,20,3,osrm
6,delivered,2025-07-03 08:04:56,2025-07-03 08:18:26.159194,2025-07-03 08:25:02.800000,2025-07-03 08:28:03.000,23.116666666666667,6.6106801,18,1,osrm
7,delivered,2025-07-03 08:04:52,2025-07-03 08:15:40.508810,2025-07-03 08:54:41.382038,2025-07-03 08:57:19.600,52.46,39.0145538,10,4,osrm
8,delivered,2025-07-03 08:05:10,2025-07-03 08:18:10.544237,2025-07-03 08:25:09.200000,2025-07-03 08:29:08.100,23.96833333333333,6.97759605,38,1,osrm
9,delivered,2025-07-03 08:05:49,2025-07-03 08:17:41.979588,2025-07-03 08:55:56.512697,2025-07-03 08:57:20.200,51.519999999999996,38.24221848333333,14,4,osrm
10,delivered,2025-07-03 08:05:12,2025-07-03 08:19:52.121306,2025-07-03 08:24:20.500000,2025-07-03 08:27:15.900,22.065,4.472978233333333,16,1,osrm
11,delivered,2025-07-03 08:06:15,2025-07-03 08:27:58.103096,2025-07-03 08:45:13.532232,2025-07-03 08:52:05.300,45.83833333333334,17.257152266666665,9,4,osrm
12,delivered,2025-07-03 08:07:22,2025-07-03 08:23:59.949695,2025-07-03 08:49:52.147839,2025-07-03 08:54:09.700,46.794999999999995,25.869969066666666,13,4,osrm
13,delivered,2025-07-03 08:07:38,2025-07-03 08:15:23.103873,2025-07-03 08:29:43.100000,2025-07-03 08:32:35.400,24.956666666666667,14.333268783333333,7,1,osrm
14,delivered,2025-07-03 08:07:59,2025-07-03 08:16:34.364246,2025-07-03 08:50:09.269439,2025-07-03 08:50:47.400,42.806666666666665,33.58175321666667,6,4,osrm
15,delivered,2025-07-03 08:07:47,2025-07-03 08:13:22.068728,2025-07-03 08:14:53.200000,2025-07-03 08:18:21.100,10.568333333333333,1.5188545333333332,11,1,osrm
16,delivered,2025-07-03 08:09:51,2025-07-03 08:20:15.018135,2025-07-03 09:02:49.133416,2025-07-03 09:01:11.400,51.34,42.568588016666666,15,4,osrm
17,delivered,2025-07-03 08:10:05,2025-07-03 08:22:20.512219,2025-07-03 08:41:24.100000,2025-07-03 08:50:53.900,40.815000000000005,19.05979635,16,2,osrm
18,delivered,2025-07-03 08:10:14,2025-07-03 08:20:55.316460,2025-07-03 08:32:26.300000,2025-07-03 08:35:17.200,25.053333333333335,11.516392333333332,27,1,osrm
19,delivered,2025-07-03 08:10:39,2025-07-03 08:25:18.143054,2025-07-03 09:02:49.133416,2025-07-03 09:01:11.400,50.54,37.516506033333336,15,4,osrm
20,delivered,2025-07-03 08:11:16,2025-07-03 08:17:41.148775,2025-07-03 08:18:21.900000,2025-07-03 08:25:00.700,13.745000000000001,0.6791870833333333,2,2,osrm
21,delivered,2025-07-03 08:12:17,2025-07-03 08:23:46.938772,2025-07-03 09:06:58.278431,2025-07-03 09:06:05.100,53.80166666666666,43.18899431666667,33,4,osrm
22,delivered,2025-07-03 08:12:53,2025-07-03 08:27:50.886886,2025-07-03 08:38:33.700000,2025-07-03 08:42:25.800,29.546666666666667,10.7135519,37,1,osrm
23,delivered,2025-07-03 08:13:07,2025-07-03 08:23:38.660205,2025-07-03 08:46:36.992806,2025-07-03 08:50:17.900,37.181666666666665,22.97221001666667,35,4,osrm
24,delivered,2025-07-03 08:14:02,2025-07-03 08:23:00.125079,2025-07-03 08:38:03.700000,2025-07-03 08:48:48.700,34.77833333333333,15.059582016666667,19,4,osrm
25,delivered,2025-07-03 08:16:29,2025-07-03 08:31:09.616017,2025-07-03 08:58:53.861352,2025-07-03 09:10:25.900,53.94833333333334,27.73742225,32,4,osrm
26,delivered,2025-07-03 08:16:55,2025-07-03 08:30:34.702872,2025-07-03 08:53:57.201992,2025-07-03 08:54:09.400,37.24,23.37498533333333,5,3,osrm
27,delivered,2025-07-03 08:17:30,2025-07-03 08:31:26.801189,2025-07-03 09:02:49.133416,2025-07-03 09:01:11.400,43.690000000000005,31.372203783333337,15,4,osrm
