order_id,status,placement_time,ready_time,pickup_time,delivery_time,click_to_door,ready_to_pickup,courier_id,bundle_size,routing_source
0,delivered,2025-07-03 08:00:07,2025-07-03 08:09:56.657590,2025-07-03 08:20:27.000000,2025-07-03 08:24:10.400,24.05666666666667,10.505706833333333,28,1,osrm
1,delivered,2025-07-03 08:00:02,2025-07-03 08:05:54.972078,2025-07-03 08:20:34.600000,2025-07-03 08:24:15.800,24.23,14.660465366666667,30,1,osrm
2,delivered,2025-07-03 08:01:00,2025-07-03 08:18:58.906095,2025-07-03 08:29:45.400000,2025-07-03 08:32:38.600,31.64333333333333,10.774898416666668,42,1,osrm
3,delivered,2025-07-03 08:02:54,2025-07-03 08:15:19.766922,2025-07-03 08:27:27.100000,2025-07-03 08:31:35.900,28.698333333333334,12.122217966666666,36,4,osrm
4,delivered,2025-07-03 08:03:03,2025-07-03 08:14:14.638835,2025-07-03 08:20:15.000000,2025-07-03 08:23:50.900,20.798333333333336,6.006019416666667,31,1,osrm
5,delivered,2025-07-03 08:04:07,2025-07-03 08:18:25.003938,2025-07-03 08:27:27.100000,2025-07-03 08:31:35.900,27.48166666666667,9.034934366666667,36,4,osrm
6,delivered,2025-07-03 08:04:45,2025-07-03 08:14:37.288083,2025-07-03 08:18:35.200000,2025-07-03 08:22:03.200,17.303333333333335,3.9651986166666666,9,1,osrm
7,delivered,2025-07-03 08:04:15,2025-07-03 08:17:05.093907,2025-07-03 08:18:46.100000,2025-07-03 08:22:43.200,18.470000000000002,1.6834348833333335,4,1,osrm
8,delivered,2025-07-03 08:05:38,2025-07-03 08:17:19.095453,2025-07-03 08:56:43.366771,2025-07-03 09:01:10.000,55.53333333333333,39.40452196666667,56,4,osrm
9,delivered,2025-07-03 08:05:53,2025-07-03 08:13:54.071830,2025-07-03 08:25:27.000000,2025-07-03 08:29:29.900,23.615000000000002,11.548802833333333,52,3,osrm
10,delivered,2025-07-03 08:07:37,2025-07-03 08:16:52.773378,2025-07-03 08:25:05.900000,2025-07-03 08:29:01.700,21.41166666666667,8.218777033333334,53,1,osrm
11,delivered,2025-07-03 08:07:47,2025-07-03 08:19:58.343232,2025-07-03 08:29:47.475296,2025-07-03 08:33:57.600,26.176666666666666,9.818867733333333,33,4,osrm
12,delivered,2025-07-03 08:08:45,2025-07-03 08:19:20.247837,2025-07-03 08:29:47.475296,2025-07-03 08:33:57.600,25.209999999999997,10.453790983333333,33,4,osrm
13,delivered,2025-07-03 08:08:56,2025-07-03 08:24:16.073899,2025-07-03 08:44:48.185021,2025-07-03 08:50:18.800,41.38,20.535185366666667,17,3,osrm
14,delivered,2025-07-03 08:08:57,2025-07-03 08:22:00.836149,2025-07-03 08:39:29.800000,2025-07-03 08:42:45.900,33.815000000000005,17.48273085,1,2,osrm
15,delivered,2025-07-03 08:09:50,2025-07-03 08:19:45.069283,2025-07-03 08:19:57.700000,2025-07-03 08:22:11.400,12.356666666666666,0.21051195,47,1,osrm
16,delivered,2025-07-03 08:10:44,2025-07-03 08:20:33.115147,2025-07-03 08:34:14.300000,2025-07-03 08:37:56.600,27.209999999999997,13.686414216666666,59,4,osrm
17,delivered,2025-07-03 08:10:49,2025-07-03 08:19:08.428097,2025-07-03 08:46:43.292666,2025-07-03 08:41:59.600,31.176666666666666,27.58107615,19,2,osrm
18,delivered,2025-07-03 08:11:10,2025-07-03 08:25:13.466726,2025-07-03 08:55:47.479318,2025-07-03 08:59:25.400,48.25666666666667,30.566876533333335,3,3,osrm
19,delivered,2025-07-03 08:11:51,2025-07-03 08:24:55.536190,2025-07-03 08:58:47.483758,2025-07-03 09:02:52.100,51.01833333333333,33.8657928,26,4,osrm
