courier_id,orders_delivered,total_distance_km,shift_duration_hours,bundles_picked_up,driving_time_minutes
1,16,71.25029999999902,12.453877729166667,16,124.32666666663334
2,10,53.1912,12.453877729166667,10,92.95166666666667
3,18,87.10599999999901,12.453877729166667,18,146.7999999999333
4,23,94.50130000000001,12.453877729166667,23,159.09833333326662
5,20,95.99609999999701,12.453877729166667,20,161.93999999994998
6,11,50.729499999998,12.453877729166667,11,87.76500000000001
7,29,127.98239999999797,12.453877729166667,29,219.9833333332333
8,22,111.62459999999902,12.453877729166667,22,185.53333333331665
9,14,60.962,12.453877729166667,14,106.50499999998331
10,8,46.474099999999,12.453877729166667,8,76.35166666666666
11,18,79.18579999999798,12.453877729166667,18,137.92999999998335
12,13,70.160699999999,12.453877729166667,13,112.8083333333
13,21,93.95059999999899,12.453877729166667,21,154.91499999998334
14,24,113.32989999999899,12.453877729166667,24,187.91999999996665
15,23,120.7928,12.453877729166667,23,197.41333333328336
16,24,119.28049999999902,12.453877729166667,24,198.41166666658333
17,13,69.71139999999899,12.453877729166667,13,113.15
18,16,74.96439999999801,12.453877729166667,16,125.97166666666668
19,23,118.00149999999898,12.453877729166667,23,194.5683333333
20,11,57.305299999999995,12.453877729166667,11,93.37166666666667
21,19,94.505299999999,12.453877729166667,19,148.07166666663332
22,18,86.67939999999898,12.453877729166667,18,144.9316666666333
23,15,70.31109999999899,12.453877729166667,15,121.68499999998335
24,11,55.91749999999801,12.453877729166667,11,90.94000000000001
25,22,109.67259999999901,12.453877729166667,22,189.67333333328332
26,15,76.53329999999801,12.453877729166667,15,122.17333333333336
27,13,59.684799999999,12.453877729166667,13,102.59166666663334
28,9,50.98379999999899,12.453877729166667,9,84.64333333331666
29,23,101.933699999999,12.453877729166667,23,166.7
30,12,61.38120000000001,12.453877729166667,12,99.81499999996667
31,23,108.53529999999803,12.453877729166667,23,179.2116666666333
32,28,122.622299999995,12.453877729166667,28,214.20999999998332
33,21,99.12969999999599,12.453877729166667,21,169.3466666666667
34,30,141.921299999996,12.453877729166667,30,243.04333333331664
35,23,116.05299999999598,12.453877729166667,23,190.93166666664996
36,20,93.27260000000001,12.453877729166667,20,153.28499999998337
37,13,70.24159999999901,12.453877729166667,13,119.08166666666668
38,19,92.93369999999899,12.453877729166667,19,150.98999999993336
39,25,108.267499999997,12.453877729166667,25,189.46666666664999
40,18,88.35869999999701,12.453877729166667,18,142.21499999996666
41,17,76.372799999998,12.453877729166667,17,131.44999999995
42,15,70.688999999999,12.453877729166667,15,119.84999999998331
43,18,86.049599999997,12.453877729166667,18,142.2233333333
44,18,77.84499999999801,12.453877729166667,18,130.74166666661668
45,25,108.21639999999901,12.453877729166667,25,183.17499999998336
46,20,96.12849999999798,12.453877729166667,20,162.63999999996665
47,19,92.729599999999,12.453877729166667,19,150.50333333331668
48,18,79.0179,12.453877729166667,18,136.0699999999833
49,15,70.738399999998,12.453877729166667,15,119.92666666664996
50,24,116.38289999999698,12.453877729166667,24,198.91833333328333
51,9,51.3365,12.453877729166667,9,84.22166666665
52,7,39.913299999999,12.453877729166667,7,60.825
53,22,110.79409999999903,12.453877729166667,22,187.3666666666
54,13,70.12829999999799,12.453877729166667,13,110.81333333333333
55,17,82.173399999996,12.453877729166667,17,132.12333333331668
56,15,71.26339999999898,12.453877729166667,15,115.37666666661666
57,17,80.85989999999899,12.453877729166667,17,135.03666666666666
