courier_id,orders_delivered,total_distance_km,shift_duration_hours,bundles_picked_up,driving_time_minutes
1,21,106.15169999999803,12.409966188055556,21,181.31666666665004
2,31,127.623799999995,12.409966188055556,31,222.87666666658333
3,14,62.8834,12.409966188055556,14,108.22833333333334
4,18,79.560399999997,12.409966188055556,18,136.48499999995002
5,15,65.00359999999701,12.409966188055556,15,120.73166666663334
6,26,116.98619999999602,12.409966188055556,26,196.11833333331663
7,20,87.63679999999701,12.409966188055556,20,151.82499999998333
8,10,51.017399999998,12.409966188055556,10,90.475
9,14,74.14569999999999,12.409966188055556,14,125.23833333331666
10,13,59.998599999999,12.409966188055556,13,101.03333333331668
11,19,93.148499999999,12.409966188055556,19,161.26500000000001
12,13,57.767799999998005,12.409966188055556,13,98.46833333333332
13,19,87.19949999999699,12.409966188055556,19,150.17333333331666
14,14,66.080199999995,12.409966188055556,14,112.41666666664999
15,27,120.4503,12.409966188055556,27,202.21833333326663
16,19,89.662099999999,12.409966188055556,19,149.00166666661667
17,19,88.149799999997,12.409966188055556,19,154.99999999998334
18,23,103.347199999999,12.409966188055556,23,178.75499999995
19,30,126.22279999999803,12.409966188055556,30,204.54999999990002
20,17,81.396499999998,12.409966188055556,17,143.24666666663333
21,28,132.018099999998,12.409966188055556,28,221.5416666666
22,13,69.37259999999901,12.409966188055556,13,116.94833333330001
23,18,94.12320000000001,12.409966188055556,18,158.51166666663332
24,14,65.6566,12.409966188055556,14,115.90166666663333
25,24,112.26549999999799,12.409966188055556,24,179.4116666666
26,25,117.65759999999601,12.409966188055556,25,204.4866666666333
27,24,105.99869999999899,12.409966188055556,24,178.84166666665
28,13,57.737299999998,12.409966188055556,13,96.50166666665
29,10,52.6319,12.409966188055556,10,86.9933333333
30,16,72.87209999999901,12.409966188055556,16,123.20333333333335
31,14,61.397600000000004,12.409966188055556,14,102.22999999996668
32,9,45.611999999999995,12.409966188055556,9,75.63166666663335
33,17,79.021899999999,12.409966188055556,17,128.72166666664998
34,15,69.216599999998,12.409966188055556,15,116.84333333333335
35,7,42.099999999999994,12.409966188055556,7,72.24166666666667
36,14,70.425499999999,12.409966188055556,14,120.65499999999999
37,14,67.33649999999798,12.409966188055556,14,111.07333333331667
38,21,101.929299999998,12.409966188055556,21,172.8483333333333
39,10,49.822899999999,12.409966188055556,10,90.27999999998333
40,17,76.628799999998,12.409966188055556,17,123.20333333330001
41,22,103.31949999999401,12.409966188055556,22,171.48333333329998
42,21,97.026099999997,12.409966188055556,21,165.9316666666667
43,19,89.5575,12.409966188055556,19,155.22666666661667
44,21,95.464099999998,12.409966188055556,21,159.9966666666
45,10,50.708099999999,12.409966188055556,10,88.77499999998334
46,20,101.752899999999,12.409966188055556,20,177.8216666666333
47,10,47.969499999999,12.409966188055556,10,82.07499999998333
48,16,68.077899999999,12.409966188055556,16,117.70499999998334
49,20,89.79209999999799,12.409966188055556,20,151.25666666658333
50,16,76.265999999999,12.409966188055556,16,130.76333333333332
51,23,102.67249999999501,12.409966188055556,23,175.6299999999833
52,11,49.790999999999,12.409966188055556,11,80.72333333331666
53,17,77.340699999997,12.409966188055556,17,132.88833333329998
54,20,89.54200000000002,12.409966188055556,20,144.33166666665
55,25,121.57920000000003,12.409966188055556,25,202.20333333325001
56,28,128.78429999999497,12.409966188055556,28,218.0566666666166
57,26,114.62719999999499,12.409966188055556,26,194.77666666663336
58,12,56.54079999999999,12.409966188055556,12,100.15499999998335
