order_id,status,placement_time,ready_time,pickup_time,delivery_time,click_to_door,ready_to_pickup,courier_id,bundle_size
0,delivered,2025-07-03 08:00:29,2025-07-03 08:10:21.704666,2025-07-03 08:10:29,2025-07-03 08:16:06.300,15.621666666666666,0.12158890000000001,1,1
1,delivered,2025-07-03 08:01:26,2025-07-03 08:16:06.907306,2025-07-03 08:35:29,2025-07-03 08:45:29.400,44.056666666666665,19.368211566666666,1,4
2,delivered,2025-07-03 08:01:15,2025-07-03 08:10:04.710513,2025-07-03 08:10:29,2025-07-03 08:18:06.300,16.855,0.4048247833333333,18,1
3,delivered,2025-07-03 08:02:02,2025-07-03 08:11:25.702057,2025-07-03 08:20:29,2025-07-03 08:27:31.000,25.483333333333334,9.054965716666667,4,1
4,delivered,2025-07-03 08:02:20,2025-07-03 08:13:22.736020,2025-07-03 08:35:29,2025-07-03 08:51:29.800,49.163333333333334,22.104399666666666,2,4
5,delivered,2025-07-03 08:03:54,2025-07-03 08:12:28.083100,2025-07-03 08:35:29,2025-07-03 08:47:27.400,43.556666666666665,23.015281666666667,4,4
6,delivered,2025-07-03 08:03:46,2025-07-03 08:20:03.686894,2025-07-03 08:30:29,2025-07-03 08:40:26.600,36.67666666666666,10.421885099999999,35,4
7,delivered,2025-07-03 08:03:16,2025-07-03 08:18:07.587183,2025-07-03 08:35:29,2025-07-03 08:55:52.000,52.6,17.356880283333332,8,4
8,delivered,2025-07-03 08:03:05,2025-07-03 08:08:32.523217,2025-07-03 08:10:29,2025-07-03 08:18:18.800,15.229999999999999,1.9412797166666667,15,1
9,delivered,2025-07-03 08:04:36,2025-07-03 08:10:08.906867,2025-07-03 08:30:29,2025-07-03 08:42:13.000,37.61666666666667,20.334885550000003,9,4
10,delivered,2025-07-03 08:04:40,2025-07-03 08:14:42.179288,2025-07-03 08:20:29,2025-07-03 08:26:58.600,22.31,5.7803452,2,1
11,delivered,2025-07-03 08:04:15,2025-07-03 08:17:44.223292,2025-07-03 08:30:29,2025-07-03 08:38:12.600,33.96,12.746278466666666,30,2
12,delivered,2025-07-03 08:04:33,2025-07-03 08:18:35.282128,2025-07-03 08:30:29,2025-07-03 08:42:11.900,37.64833333333333,11.895297866666668,37,4
13,delivered,2025-07-03 08:05:35,2025-07-03 08:21:48.414655,2025-07-03 08:40:29,2025-07-03 08:55:11.700,49.611666666666665,18.676422416666664,26,4
14,delivered,2025-07-03 08:06:20,2025-07-03 08:19:10.900620,2025-07-03 08:35:29,2025-07-03 08:48:50.600,42.51,16.301656333333334,10,3
15,delivered,2025-07-03 08:06:51,2025-07-03 08:15:38.148338,2025-07-03 08:35:29,2025-07-03 08:48:52.900,42.031666666666666,19.8475277,21,4
16,delivered,2025-07-03 08:06:49,2025-07-03 08:20:04.218769,2025-07-03 08:30:29,2025-07-03 08:44:43.000,37.9,10.413020516666668,40,4
17,delivered,2025-07-03 08:07:10,2025-07-03 08:15:41.176144,2025-07-03 08:35:29,2025-07-03 08:53:50.500,46.675,19.797064266666666,31,4
18,delivered,2025-07-03 08:07:07,2025-07-03 08:16:36.066837,2025-07-03 08:30:29,2025-07-03 08:42:09.400,35.04,13.882219383333334,16,4
19,delivered,2025-07-03 08:08:25,2025-07-03 08:15:35.357350,2025-07-03 08:25:29,2025-07-03 08:32:54.600,24.493333333333332,9.894044166666667,17,1
20,delivered,2025-07-03 08:08:32,2025-07-03 08:17:49.260636,2025-07-03 08:35:29,2025-07-03 08:48:50.600,40.309999999999995,17.662322733333333,10,3
21,delivered,2025-07-03 08:09:31,2025-07-03 08:19:38.308140,2025-07-03 08:30:29,2025-07-03 08:40:52.500,31.358333333333334,10.844864333333334,41,2
22,delivered,2025-07-03 08:09:25,2025-07-03 08:19:41.265318,2025-07-03 08:45:29,2025-07-03 08:59:21.300,49.93833333333334,25.795578033333335,30,4
23,delivered,2025-07-03 08:09:06,2025-07-03 08:26:24.541625,2025-07-03 08:35:29,2025-07-03 08:45:17.100,36.184999999999995,9.074306250000001,24,4
24,delivered,2025-07-03 08:10:27,2025-07-03 08:22:44.318360,2025-07-03 08:35:29,2025-07-03 08:43:03.400,32.60666666666667,12.744694,3,4
25,delivered,2025-07-03 08:10:35,2025-07-03 08:23:37.584747,2025-07-03 08:35:29,2025-07-03 08:53:50.500,43.25833333333333,11.856920883333334,31,4
26,delivered,2025-07-03 08:10:51,2025-07-03 08:23:19.095909,2025-07-03 08:35:29,2025-07-03 08:43:24.800,32.56333333333333,12.165068183333334,7,4
27,delivered,2025-07-03 08:11:59,2025-07-03 08:28:44.057895,2025-07-03 08:35:29,2025-07-03 08:43:03.400,31.073333333333334,6.749035083333334,3,4
28,delivered,2025-07-03 08:11:19,2025-07-03 08:20:27.730692,2025-07-03 08:50:29,2025-07-03 09:03:20.500,52.025,30.02115513333333,29,3
29,delivered,2025-07-03 08:11:48,2025-07-03 08:26:03.028253,2025-07-03 08:35:29,2025-07-03 08:43:03.400,31.256666666666668,9.43286245,3,4
30,delivered,2025-07-03 08:12:02,2025-07-03 08:21:28.103453,2025-07-03 08:25:29,2025-07-03 08:34:54.700,22.878333333333334,4.01494245,33,1
31,delivered,2025-07-03 08:12:31,2025-07-03 08:24:06.033581,2025-07-03 08:50:29,2025-07-03 09:01:16.400,48.75666666666667,26.38277365,41,4
32,delivered,2025-07-03 08:13:23,2025-07-03 08:26:52.110087,2025-07-03 08:35:29,2025-07-03 08:47:27.400,34.07333333333334,8.614831883333332,4,4
33,delivered,2025-07-03 08:13:12,2025-07-03 08:21:08.953554,2025-07-03 08:30:29,2025-07-03 08:42:13.000,29.016666666666666,9.334107433333333,9,4
34,delivered,2025-07-03 08:14:21,2025-07-03 08:25:11.419574,2025-07-03 08:30:29,2025-07-03 08:42:13.000,27.866666666666667,5.2930071,9,4
35,delivered,2025-07-03 08:14:06,2025-07-03 08:26:07.023665,2025-07-03 08:35:29,2025-07-03 08:43:24.800,29.313333333333333,9.36627225,7,4
36,delivered,2025-07-03 08:14:25,2025-07-03 08:27:55.811006,2025-07-03 08:35:29,2025-07-03 08:48:52.900,34.465,7.553149899999999,21,4
37,delivered,2025-07-03 08:15:52,2025-07-03 08:27:11.668772,2025-07-03 08:50:29,2025-07-03 09:04:54.700,49.044999999999995,23.288853800000002,36,3
38,delivered,2025-07-03 08:15:00,2025-07-03 08:35:27.600411,2025-07-03 08:35:29,2025-07-03 08:43:24.800,28.413333333333334,0.02332648333333333,7,4
39,delivered,2025-07-03 08:15:44,2025-07-03 08:33:22.755055,2025-07-03 08:30:29,2025-07-03 08:40:52.500,25.141666666666666,-2.8959175833333335,41,2
