order_id,status,placement_time,ready_time,pickup_time,delivery_time,click_to_door,ready_to_pickup,courier_id,bundle_size
0,delivered,2025-07-03 08:00:29,2025-07-03 08:10:21.704666,2025-07-03 08:00:29,2025-07-03 08:10:25.500,9.941666666666666,-9.8784111,1,1
1,delivered,2025-07-03 08:01:26,2025-07-03 08:16:06.907306,2025-07-03 08:05:29,2025-07-03 08:12:50.500,11.408333333333333,-10.631788433333332,4,1
2,delivered,2025-07-03 08:01:15,2025-07-03 08:10:04.710513,2025-07-03 08:05:29,2025-07-03 08:13:06.300,11.854999999999999,-4.595175216666666,5,1
3,delivered,2025-07-03 08:02:02,2025-07-03 08:11:25.702057,2025-07-03 08:05:29,2025-07-03 08:15:14.000,13.2,-5.945034283333333,3,1
4,delivered,2025-07-03 08:02:20,2025-07-03 08:13:22.736020,2025-07-03 08:05:29,2025-07-03 08:18:05.200,15.753333333333334,-7.895600333333333,8,1
5,delivered,2025-07-03 08:03:54,2025-07-03 08:12:28.083100,2025-07-03 08:05:29,2025-07-03 08:18:42.400,14.806666666666667,-6.984718333333333,11,1
6,delivered,2025-07-03 08:03:46,2025-07-03 08:20:03.686894,2025-07-03 08:05:29,2025-07-03 08:16:32.100,12.768333333333334,-14.578114900000001,10,1
7,delivered,2025-07-03 08:03:16,2025-07-03 08:18:07.587183,2025-07-03 08:05:29,2025-07-03 08:18:16.200,15.003333333333334,-12.643119716666666,9,1
8,delivered,2025-07-03 08:03:05,2025-07-03 08:08:32.523217,2025-07-03 08:05:29,2025-07-03 08:13:18.800,10.229999999999999,-3.0587202833333333,2,1
9,delivered,2025-07-03 08:04:36,2025-07-03 08:10:08.906867,2025-07-03 08:05:29,2025-07-03 08:17:09.000,12.55,-4.66511445,12,1
10,delivered,2025-07-03 08:04:40,2025-07-03 08:14:42.179288,2025-07-03 08:05:29,2025-07-03 08:12:46.600,8.110000000000001,-9.2196548,7,1
11,delivered,2025-07-03 08:04:15,2025-07-03 08:17:44.223292,2025-07-03 08:05:29,2025-07-03 08:14:21.100,10.101666666666667,-12.253721533333334,13,1
12,delivered,2025-07-03 08:04:33,2025-07-03 08:18:35.282128,2025-07-03 08:05:29,2025-07-03 08:14:33.400,10.006666666666666,-13.104702133333332,6,1
13,delivered,2025-07-03 08:05:35,2025-07-03 08:21:48.414655,2025-07-03 08:10:29,2025-07-03 08:23:19.800,17.746666666666666,-11.323577583333334,24,1
14,delivered,2025-07-03 08:06:20,2025-07-03 08:19:10.900620,2025-07-03 08:10:29,2025-07-03 08:18:32.000,12.2,-8.698343666666666,14,1
15,delivered,2025-07-03 08:06:51,2025-07-03 08:15:38.148338,2025-07-03 08:10:29,2025-07-03 08:21:30.700,14.661666666666667,-5.1524723,23,1
16,delivered,2025-07-03 08:06:49,2025-07-03 08:20:04.218769,2025-07-03 08:10:29,2025-07-03 08:20:09.800,13.346666666666666,-9.586979483333332,22,1
17,delivered,2025-07-03 08:07:10,2025-07-03 08:15:41.176144,2025-07-03 08:10:29,2025-07-03 08:24:33.200,17.386666666666667,-5.202935733333334,25,1
18,delivered,2025-07-03 08:07:07,2025-07-03 08:16:36.066837,2025-07-03 08:10:29,2025-07-03 08:21:02.400,13.923333333333334,-6.117780616666667,16,1
19,delivered,2025-07-03 08:08:25,2025-07-03 08:15:35.357350,2025-07-03 08:10:29,2025-07-03 08:16:35.600,8.176666666666668,-5.105955833333334,19,1
20,delivered,2025-07-03 08:08:32,2025-07-03 08:17:49.260636,2025-07-03 08:10:29,2025-07-03 08:18:50.400,10.306666666666667,-7.337677266666666,15,1
21,delivered,2025-07-03 08:09:31,2025-07-03 08:19:38.308140,2025-07-03 08:10:29,2025-07-03 08:20:06.300,10.588333333333333,-9.155135666666666,20,1
22,delivered,2025-07-03 08:09:25,2025-07-03 08:19:41.265318,2025-07-03 08:10:29,2025-07-03 08:18:50.300,9.421666666666665,-9.204421966666667,21,1
23,delivered,2025-07-03 08:09:06,2025-07-03 08:26:24.541625,2025-07-03 08:10:29,2025-07-03 08:20:28.000,11.366666666666667,-15.925693749999999,17,1
24,delivered,2025-07-03 08:10:27,2025-07-03 08:22:44.318360,2025-07-03 08:10:29,2025-07-03 08:17:54.000,7.45,-12.255306,18,1
25,delivered,2025-07-03 08:10:35,2025-07-03 08:23:37.584747,2025-07-03 08:15:29,2025-07-03 08:27:02.600,16.46,-8.143079116666666,34,1
26,delivered,2025-07-03 08:10:51,2025-07-03 08:23:19.095909,2025-07-03 08:15:29,2025-07-03 08:23:11.700,12.345,-7.834931816666667,1,1
27,delivered,2025-07-03 08:11:59,2025-07-03 08:28:44.057895,2025-07-03 08:15:29,2025-07-03 08:24:11.100,12.201666666666666,-13.250964916666668,27,1
28,delivered,2025-07-03 08:11:19,2025-07-03 08:20:27.730692,2025-07-03 08:15:29,2025-07-03 08:24:17.800,12.979999999999999,-4.978844866666666,30,1
29,delivered,2025-07-03 08:11:48,2025-07-03 08:26:03.028253,2025-07-03 08:15:29,2025-07-03 08:23:23.700,11.595,-10.56713755,26,1
30,delivered,2025-07-03 08:12:02,2025-07-03 08:21:28.103453,2025-07-03 08:15:29,2025-07-03 08:22:28.400,10.44,-5.98505755,31,1
31,delivered,2025-07-03 08:12:31,2025-07-03 08:24:06.033581,2025-07-03 08:15:29,2025-07-03 08:24:21.700,11.845,-8.617226350000001,33,1
32,delivered,2025-07-03 08:13:23,2025-07-03 08:26:52.110087,2025-07-03 08:15:29,2025-07-03 08:27:47.500,14.408333333333333,-11.385168116666668,36,1
33,delivered,2025-07-03 08:13:12,2025-07-03 08:21:08.953554,2025-07-03 08:15:29,2025-07-03 08:27:10.400,13.973333333333333,-5.665892566666667,35,1
