courier_id,orders_delivered,total_distance_km,shift_duration_hours,bundles_picked_up,driving_time_minutes
1,53,168.39159999999896,12.453877729166667,25,301.3033333333001
2,41,162.77099999999902,12.453877729166667,20,278.54333333328333
3,50,164.938199999998,12.453877729166667,23,291.1299999999333
4,53,174.09599999999395,12.453877729166667,27,306.56499999998323
5,55,174.32389999999899,12.453877729166667,27,315.0849999999834
6,56,181.70349999999803,12.453877729166667,27,321.99333333324995
7,49,166.929299999997,12.453877729166667,26,297.9849999999666
8,51,159.147599999996,12.453877729166667,24,287.25333333328336
9,53,143.356799999997,12.453877729166667,21,270.9833333333166
10,52,178.489699999997,12.453877729166667,25,313.8449999999833
11,51,178.95279999999804,12.453877729166667,30,304.6283333332999
12,49,156.082599999997,12.453877729166667,23,277.79333333328333
13,53,177.218499999999,12.453877729166667,27,306.36999999996664
14,50,159.978699999997,12.453877729166667,24,286.41166666665004
15,57,162.71909999999698,12.453877729166667,27,302.1683333332667
16,49,167.997099999998,12.453877729166667,23,298.2066666665833
17,63,184.500199999998,12.453877729166667,30,322.03499999994995
18,48,166.39039999999702,12.453877729166667,24,298.69666666663335
19,58,176.41429999999804,12.453877729166667,29,311.87166666665
20,48,146.18989999999704,12.453877729166667,23,264.71999999995006
21,53,176.13339999999502,12.453877729166667,27,311.49333333331674
22,57,169.53079999999693,12.453877729166667,25,296.0349999999334
23,52,171.686999999999,12.453877729166667,25,312.22833333329993
24,42,160.85019999999795,12.453877729166667,23,282.96666666663333
25,52,165.419399999998,12.453877729166667,24,286.5583333332833
26,57,174.66949999999704,12.453877729166667,30,308.6833333333334
27,52,157.728299999995,12.453877729166667,24,283.2733333333334
28,57,161.3041,12.453877729166667,26,290.64999999993336
29,55,162.54149999999404,12.453877729166667,25,287.42833333326666
30,52,168.000399999995,12.453877729166667,24,286.59499999986673
31,55,167.77159999999802,12.453877729166667,31,298.815
32,51,178.68239999999608,12.453877729166667,28,318.27333333328335
33,53,168.34939999999804,12.453877729166667,27,297.50499999991666
34,59,187.04469999999503,12.453877729166667,29,323.5283333332834
35,52,171.12099999999703,12.453877729166667,25,303.39666666663334
36,49,152.986099999998,12.453877729166667,23,268.9883333332834
37,46,144.81779999999702,12.453877729166667,22,266.3683333332666
38,56,180.13979999999694,12.453877729166667,26,326.1483333333167
39,58,165.43539999999797,12.453877729166667,24,289.4083333332499
40,42,151.064099999996,12.453877729166667,17,265.2099999999833
41,50,168.00669999999906,12.453877729166667,24,302.665
42,46,150.721699999999,12.453877729166667,20,274.06999999995
43,55,159.58539999999903,12.453877729166667,23,277.70333333325
44,42,145.73959999999695,12.453877729166667,19,259.86999999998335
45,48,156.105099999998,12.453877729166667,22,268.38166666660004
46,44,147.92849999999402,12.453877729166667,21,271.39666666659997
47,49,157.41379999999697,12.453877729166667,26,282.52499999991676
48,41,128.781799999995,12.453877729166667,17,227.16666666665
49,45,165.12329999999795,12.453877729166667,24,289.0916666666167
50,40,148.917199999998,12.453877729166667,18,251.05166666664996
51,48,173.35149999999697,12.453877729166667,27,306.57666666663334
52,58,159.674599999999,12.453877729166667,27,288.0266666665666
53,48,172.935499999998,12.453877729166667,23,302.13333333328336
54,56,183.39910000000003,12.453877729166667,28,309.4766666665834
55,55,165.83169999999603,12.453877729166667,29,284.17166666661666
56,53,161.962999999996,12.453877729166667,27,285.78166666658336
57,55,161.983599999999,12.453877729166667,24,283.3133333332667
