courier_id,orders_delivered,total_distance_km,shift_duration_hours,bundles_picked_up,driving_time_minutes
1,30,117.87339999999803,12.409966188055556,20,215.08166666661668
2,33,138.985199999998,12.409966188055556,22,250.67833333328335
3,20,109.18109999999795,12.409966188055556,12,190.00499999996669
4,26,108.125299999998,12.409966188055556,16,196.59166666661667
5,18,88.10119999999898,12.409966188055556,12,163.51500000000001
6,32,120.29849999999799,12.409966188055556,19,220.61999999998324
7,32,133.44899999999802,12.409966188055556,22,235.62833333331668
8,27,110.6066,12.409966188055556,16,206.8966666666333
9,43,159.87249999999898,12.409966188055556,23,282.4999999999333
10,23,119.454299999998,12.409966188055556,15,214.31666666661658
11,31,108.99649999999998,12.409966188055556,14,198.65666666661662
12,26,121.209499999997,12.409966188055556,16,209.36833333331666
13,35,121.67129999999698,12.409966188055556,19,221.69999999995002
14,30,121.62729999999796,12.409966188055556,17,216.36833333328332
15,27,109.829699999997,12.409966188055556,15,194.2766666666167
16,35,132.444299999996,12.409966188055556,22,238.7633333333
17,23,94.106899999997,12.409966188055556,12,173.60333333331667
18,27,125.41969999999998,12.409966188055556,18,227.52833333328323
19,22,104.14030000000001,12.409966188055556,12,191.38999999999993
20,29,116.03069999999897,12.409966188055556,17,205.53999999995
21,29,127.28729999999601,12.409966188055556,19,237.0049999999833
22,26,132.26919999999694,12.409966188055556,19,240.0649999999834
23,42,156.329499999998,12.409966188055556,22,263.91333333328333
24,25,118.87919999999897,12.409966188055556,18,208.80666666663336
25,28,116.285199999996,12.409966188055556,16,209.63166666665
26,30,111.22449999999999,12.409966188055556,15,199.48833333333334
27,28,127.53639999999798,12.409966188055556,17,220.39833333328335
28,16,78.68389999999798,12.409966188055556,8,139.67333333331666
29,37,134.89639999999605,12.409966188055556,20,241.54499999995002
30,14,91.35579999999904,12.409966188055556,9,163.02833333329994
31,29,134.281799999997,12.409966188055556,19,232.28166666665004
32,25,108.23329999999899,12.409966188055556,13,192.0199999999833
33,26,129.91079999999897,12.409966188055556,18,235.10666666663332
34,28,131.0381,12.409966188055556,19,229.44166666663332
35,21,118.2852,12.409966188055556,13,210.66999999996668
36,27,117.056399999997,12.409966188055556,17,210.6916666666333
37,19,129.41219999999998,12.409966188055556,16,225.45166666661663
38,14,96.76819999999701,12.409966188055556,9,171.4549999999833
39,10,82.98929999999999,12.409966188055556,6,152.1566666666666
40,22,123.64519999999598,12.409966188055556,15,211.17333333330004
41,29,128.97199999999597,12.409966188055556,17,216.24166666664996
