courier_id,orders_delivered,total_distance_km,shift_duration_hours,bundles_picked_up,driving_time_minutes
1,24,22.6321,2.4166666666666665,12,42.964999999999996
2,22,16.8772,2.4166666666666665,12,37.28833333333333
3,25,19.204900000000002,2.4166666666666665,12,40.818333333333335
4,25,19.6004,2.4166666666666665,12,41.16833333333333
5,21,16.140200000000004,2.4166666666666665,11,32.03333333333333
6,22,15.516000000000002,2.4166666666666665,11,37.071666666666665
7,23,21.850599999999996,2.4166666666666665,12,44.281666666666666
8,23,19.686600000000002,2.4166666666666665,11,42.15166666666667
9,20,15.129100000000003,2.4166666666666665,12,35.90666666666667
10,23,15.5678,2.4166666666666665,12,35.61166666666667
11,31,14.048799999999998,2.4166666666666665,13,32.77333333333333
12,23,16.5563,2.4166666666666665,12,37.86666666666667
13,19,17.8355,2.4166666666666665,10,42.25333333333334
14,22,19.9002,2.4166666666666665,12,38.824999999999996
15,22,17.837,2.4166666666666665,12,38.138333333333335
16,20,18.984399999999997,2.4166666666666665,11,40.07666666666666
17,23,15.637999999999998,2.4166666666666665,12,36.04166666666667
18,23,15.859300000000003,2.4166666666666665,12,36.545
19,22,18.8667,2.4166666666666665,12,37.89666666666667
20,24,19.8773,2.4166666666666665,13,44.03
