order_id,status,placement_time,ready_time,pickup_time,delivery_time,click_to_door,ready_to_pickup,courier_id,bundle_size,routing_source
0,delivered,2025-07-03 08:00:29,2025-07-03 08:10:21.704666,2025-07-03 08:10:21.704666,2025-07-03 08:10:24.500,9.925,0.0,1,1,osrm
1,delivered,2025-07-03 08:01:26,2025-07-03 08:16:06.907306,2025-07-03 08:16:06.907306,2025-07-03 08:12:50.300,11.405,0.0,4,1,osrm
2,delivered,2025-07-03 08:01:15,2025-07-03 08:10:04.710513,2025-07-03 08:10:04.710513,2025-07-03 08:13:04.900,11.831666666666667,0.0,5,1,osrm
3,delivered,2025-07-03 08:02:02,2025-07-03 08:11:25.702057,2025-07-03 08:11:37.700000,2025-07-03 08:15:13.300,13.188333333333333,0.19996571666666665,3,1,osrm
4,delivered,2025-07-03 08:02:20,2025-07-03 08:13:22.736020,2025-07-03 08:13:40.800000,2025-07-03 08:18:04.000,15.733333333333333,0.3010663333333333,8,1,osrm
5,delivered,2025-07-03 08:03:54,2025-07-03 08:12:28.083100,2025-07-03 08:13:40.800000,2025-07-03 08:18:41.300,14.788333333333332,1.2119483333333332,11,1,osrm
6,delivered,2025-07-03 08:03:46,2025-07-03 08:20:03.686894,2025-07-03 08:20:03.686894,2025-07-03 08:16:30.500,12.741666666666667,0.0,10,1,osrm
7,delivered,2025-07-03 08:03:16,2025-07-03 08:18:07.587183,2025-07-03 08:18:07.587183,2025-07-03 08:18:14.900,14.981666666666666,0.0,9,1,osrm
8,delivered,2025-07-03 08:03:05,2025-07-03 08:08:32.523217,2025-07-03 08:11:37.800000,2025-07-03 08:13:18.500,10.225,3.087946383333333,2,1,osrm
9,delivered,2025-07-03 08:04:36,2025-07-03 08:10:08.906867,2025-07-03 08:13:20.200000,2025-07-03 08:17:07.700,12.528333333333334,3.1882188833333336,12,1,osrm
10,delivered,2025-07-03 08:04:40,2025-07-03 08:14:42.179288,2025-07-03 08:14:42.179288,2025-07-03 08:12:45.600,8.093333333333334,0.0,7,1,osrm
11,delivered,2025-07-03 08:04:15,2025-07-03 08:17:44.223292,2025-07-03 08:17:44.223292,2025-07-03 08:14:20.700,10.095,0.0,13,1,osrm
12,delivered,2025-07-03 08:04:33,2025-07-03 08:18:35.282128,2025-07-03 08:18:35.282128,2025-07-03 08:14:32.500,9.991666666666667,0.0,6,1,osrm
13,delivered,2025-07-03 08:05:35,2025-07-03 08:21:48.414655,2025-07-03 08:21:48.414655,2025-07-03 08:23:18.200,17.720000000000002,0.0,24,1,osrm
14,delivered,2025-07-03 08:06:20,2025-07-03 08:19:10.900620,2025-07-03 08:19:10.900620,2025-07-03 08:18:31.500,12.191666666666666,0.0,14,1,osrm
15,delivered,2025-07-03 08:06:51,2025-07-03 08:15:38.148338,2025-07-03 08:17:27.900000,2025-07-03 08:21:28.800,14.629999999999999,1.8291943666666666,23,1,osrm
16,delivered,2025-07-03 08:06:49,2025-07-03 08:20:04.218769,2025-07-03 08:20:04.218769,2025-07-03 08:20:08.600,13.326666666666666,0.0,22,1,osrm
17,delivered,2025-07-03 08:07:10,2025-07-03 08:15:41.176144,2025-07-03 08:18:20.200000,2025-07-03 08:24:31.600,17.36,2.6503976,25,1,osrm
18,delivered,2025-07-03 08:07:07,2025-07-03 08:16:36.066837,2025-07-03 08:16:37.800000,2025-07-03 08:21:01.800,13.913333333333332,0.02888605,16,1,osrm
19,delivered,2025-07-03 08:08:25,2025-07-03 08:15:35.357350,2025-07-03 08:15:35.357350,2025-07-03 08:16:35.300,8.171666666666667,0.0,19,1,osrm
20,delivered,2025-07-03 08:08:32,2025-07-03 08:17:49.260636,2025-07-03 08:17:49.260636,2025-07-03 08:18:49.600,10.293333333333333,0.0,15,1,osrm
21,delivered,2025-07-03 08:09:31,2025-07-03 08:19:38.308140,2025-07-03 08:19:38.308140,2025-07-03 08:20:05.700,10.578333333333335,0.0,20,1,osrm
22,delivered,2025-07-03 08:09:25,2025-07-03 08:19:41.265318,2025-07-03 08:19:41.265318,2025-07-03 08:18:49.400,9.406666666666666,0.0,21,1,osrm
23,delivered,2025-07-03 08:09:06,2025-07-03 08:26:24.541625,2025-07-03 08:26:24.541625,2025-07-03 08:20:27.300,11.354999999999999,0.0,17,1,osrm
24,delivered,2025-07-03 08:10:27,2025-07-03 08:22:44.318360,2025-07-03 08:22:44.318360,2025-07-03 08:17:53.500,7.441666666666666,0.0,18,1,osrm
25,delivered,2025-07-03 08:10:35,2025-07-03 08:23:37.584747,2025-07-03 08:23:37.584747,2025-07-03 08:27:01.200,16.436666666666667,0.0,34,1,osrm
26,delivered,2025-07-03 08:10:51,2025-07-03 08:23:19.095909,2025-07-03 08:23:19.095909,2025-07-03 08:23:11.100,12.335,0.0,1,1,osrm
27,delivered,2025-07-03 08:11:59,2025-07-03 08:28:44.057895,2025-07-03 08:28:44.057895,2025-07-03 08:24:10.800,12.196666666666665,0.0,27,1,osrm
28,delivered,2025-07-03 08:11:19,2025-07-03 08:20:27.730692,2025-07-03 08:21:04.700000,2025-07-03 08:24:17.700,12.978333333333333,0.6161551333333333,30,1,osrm
29,delivered,2025-07-03 08:11:48,2025-07-03 08:26:03.028253,2025-07-03 08:26:03.028253,2025-07-03 08:23:23.300,11.588333333333333,0.0,26,1,osrm
30,delivered,2025-07-03 08:12:02,2025-07-03 08:21:28.103453,2025-07-03 08:21:28.103453,2025-07-03 08:22:28.200,10.436666666666667,0.0,31,1,osrm
31,delivered,2025-07-03 08:12:31,2025-07-03 08:24:06.033581,2025-07-03 08:24:06.033581,2025-07-03 08:24:19.900,11.815,0.0,33,1,osrm
32,delivered,2025-07-03 08:13:23,2025-07-03 08:26:52.110087,2025-07-03 08:26:52.110087,2025-07-03 08:27:46.000,14.383333333333333,0.0,36,1,osrm
33,delivered,2025-07-03 08:13:12,2025-07-03 08:21:08.953554,2025-07-03 08:23:20.200000,2025-07-03 08:27:08.800,13.946666666666665,2.1874407666666666,35,1,osrm
34,delivered,2025-07-03 08:14:21,2025-07-03 08:25:11.419574,2025-07-03 08:25:11.419574,2025-07-03 08:27:18.700,12.961666666666668,0.0,37,1,osrm
35,delivered,2025-07-03 08:14:06,2025-07-03 08:26:07.023665,2025-07-03 08:26:07.023665,2025-07-03 08:23:58.200,9.870000000000001,0.0,28,1,osrm
36,delivered,2025-07-03 08:14:25,2025-07-03 08:27:55.811006,2025-07-03 08:27:55.811006,2025-07-03 08:27:13.600,12.81,0.0,32,1,osrm
37,delivered,2025-07-03 08:15:52,2025-07-03 08:27:11.668772,2025-07-03 08:27:11.668772,2025-07-03 08:32:19.900,16.465,0.0,45,1,osrm
38,delivered,2025-07-03 08:15:00,2025-07-03 08:35:27.600411,2025-07-03 08:35:27.600411,2025-07-03 08:24:33.700,9.561666666666667,0.0,29,1,osrm
39,delivered,2025-07-03 08:15:44,2025-07-03 08:33:22.755055,2025-07-03 08:33:22.755055,2025-07-03 08:28:07.100,12.385,0.0,3,1,osrm
40,delivered,2025-07-03 08:16:29,2025-07-03 08:21:52.593789,2025-07-03 08:23:51.200000,2025-07-03 08:26:27.000,9.966666666666667,1.9767701833333333,13,1,osrm
41,delivered,2025-07-03 08:16:46,2025-07-03 08:29:07.222246,2025-07-03 08:29:07.222246,2025-07-03 08:28:59.200,12.22,0.0,2,1,osrm
