order_id,status,placement_time,ready_time,pickup_time,delivery_time,click_to_door,ready_to_pickup,courier_id,bundle_size,routing_source
0,delivered,2025-07-03 08:00:53,2025-07-03 08:06:18.558993,2025-07-03 08:11:02.900000,2025-07-03 08:14:43.000,13.833333333333334,4.739016783333333,9.0,1,osrm
1,delivered,2025-07-03 08:00:06,2025-07-03 08:09:31.329870,2025-07-03 08:10:29.900000,2025-07-03 08:13:15.900,13.165,0.9761688333333333,5.0,1,osrm
2,delivered,2025-07-03 08:00:00,2025-07-03 08:11:38.853454,2025-07-03 08:11:38.853454,2025-07-03 08:07:01.000,7.016666666666667,0.0,1.0,1,osrm
3,delivered,2025-07-03 08:01:32,2025-07-03 08:13:55.832900,2025-07-03 08:13:55.832900,2025-07-03 08:11:46.500,10.241666666666667,0.0,7.0,1,osrm
4,delivered,2025-07-03 08:01:02,2025-07-03 08:10:43.120359,2025-07-03 08:10:58.800000,2025-07-03 08:15:43.200,14.686666666666667,0.26132735,2.0,1,osrm
5,delivered,2025-07-03 08:01:27,2025-07-03 08:14:14.007210,2025-07-03 08:14:14.007210,2025-07-03 08:12:50.700,11.395000000000001,0.0,11.0,1,osrm
6,delivered,2025-07-03 08:01:58,2025-07-03 08:22:34.699739,2025-07-03 08:22:34.699739,2025-07-03 08:12:25.800,10.463333333333333,0.0,10.0,1,osrm
7,delivered,2025-07-03 08:02:24,2025-07-03 08:10:52.930450,2025-07-03 08:10:57.300000,2025-07-03 08:12:58.800,10.58,0.07282583333333334,8.0,1,osrm
8,delivered,2025-07-03 08:02:52,2025-07-03 08:18:04.891707,2025-07-03 08:18:04.891707,2025-07-03 08:17:53.200,15.020000000000001,0.0,4.0,1,osrm
9,delivered,2025-07-03 08:03:41,2025-07-03 08:15:39.231937,2025-07-03 08:15:39.231937,2025-07-03 08:14:43.500,11.041666666666666,0.0,3.0,1,osrm
10,delivered,2025-07-03 08:03:46,2025-07-03 08:16:14.036691,2025-07-03 08:16:14.036691,2025-07-03 08:12:59.800,9.229999999999999,0.0,6.0,1,osrm
11,delivered,2025-07-03 08:05:36,2025-07-03 08:16:22.825841,2025-07-03 08:16:22.825841,2025-07-03 08:16:30.400,10.906666666666666,0.0,13.0,1,osrm
12,delivered,2025-07-03 08:05:53,2025-07-03 08:16:20.273814,2025-07-03 08:16:20.273814,2025-07-03 08:19:11.800,13.313333333333333,0.0,14.0,1,osrm
13,delivered,2025-07-03 08:05:27,2025-07-03 08:16:51.957186,2025-07-03 08:16:51.957186,2025-07-03 08:19:24.600,13.96,0.0,17.0,1,osrm
14,delivered,2025-07-03 08:05:40,2025-07-03 08:21:42.261380,2025-07-03 08:21:42.261380,2025-07-03 08:17:29.300,11.821666666666665,0.0,15.0,1,osrm
15,delivered,2025-07-03 08:07:53,2025-07-03 08:20:14.552320,2025-07-03 08:20:14.552320,2025-07-03 08:18:34.700,10.695,0.0,18.0,1,osrm
16,delivered,2025-07-03 08:07:33,2025-07-03 08:18:40.953198,2025-07-03 08:18:40.953198,2025-07-03 08:18:58.600,11.426666666666668,0.0,16.0,1,osrm
17,delivered,2025-07-03 08:08:12,2025-07-03 08:14:47.881907,2025-07-03 08:14:47.881907,2025-07-03 08:17:14.100,9.035,0.0,12.0,1,osrm
18,delivered,2025-07-03 08:09:57,2025-07-03 08:16:30.879509,2025-07-03 08:16:30.879509,2025-07-03 08:19:19.200,9.370000000000001,0.0,19.0,1,osrm
19,ready,2025-07-03 08:09:50,2025-07-03 08:16:57.991133,,,,,,1,
20,delivered,2025-07-03 08:10:35,2025-07-03 08:24:45.681602,2025-07-03 08:24:45.681602,2025-07-03 08:22:34.400,11.99,0.0,1.0,1,osrm
21,delivered,2025-07-03 08:10:21,2025-07-03 08:21:35.876455,2025-07-03 12:58:10.100000,2025-07-03 13:00:56.700,290.595,276.57039241666666,7.0,1,osrm
22,delivered,2025-07-03 08:10:34,2025-07-03 08:23:12.008782,2025-07-03 08:24:12.400000,2025-07-03 08:26:38.900,16.081666666666667,1.0065203,7.0,1,osrm
23,delivered,2025-07-03 08:10:40,2025-07-03 08:25:01.397038,2025-07-03 14:29:30.700000,2025-07-03 14:31:59.300,381.32166666666666,364.48838270000005,10.0,1,osrm
24,delivered,2025-07-03 08:12:11,2025-07-03 08:23:14.996603,2025-07-03 12:38:51.700000,2025-07-03 12:41:39.500,269.475,255.61172328333333,8.0,1,osrm
25,delivered,2025-07-03 08:12:01,2025-07-03 08:23:44.009039,2025-07-03 08:29:07.000000,2025-07-03 08:31:45.200,19.736666666666668,5.383182683333334,2.0,1,osrm
26,delivered,2025-07-03 08:13:50,2025-07-03 08:30:15.874373,2025-07-03 15:08:21.800000,2025-07-03 15:11:33.200,417.72,398.09876045,7.0,1,osrm
27,delivered,2025-07-03 08:13:08,2025-07-03 08:25:30.644622,2025-07-03 14:30:54.000000,2025-07-03 14:35:24.500,382.275,365.3892563,13.0,1,osrm
28,ready,2025-07-03 08:13:58,2025-07-03 08:29:05.008222,,,,,,1,
