courier_id,orders_delivered,total_distance_km,shift_duration_hours,bundles_picked_up,driving_time_minutes
1,33,170.29999999999902,12.460877726388889,33,291.88166666666666
2,36,169.44379999999597,12.460877726388889,36,280.1333333333
3,32,159.183299999998,12.460877726388889,32,269.85166666665
4,33,160.320199999995,12.460877726388889,33,278.82666666665006
5,38,180.760899999996,12.460877726388889,38,304.3933333332167
6,35,162.15069999999804,12.460877726388889,35,275.0016666666167
7,36,169.209299999995,12.460877726388889,36,292.2133333332667
8,38,193.02549999999698,12.460877726388889,38,322.31499999991667
9,38,185.67559999999492,12.460877726388889,38,303.4916666666333
10,40,180.94439999999597,12.460877726388889,40,308.81000000000006
11,32,157.65719999999698,12.460877726388889,32,268.12499999996663
12,37,169.373799999992,12.460877726388889,37,292.3449999999834
13,29,146.763899999997,12.460877726388889,29,245.1249999999833
14,36,175.77059999999997,12.460877726388889,36,294.26666666665
15,39,181.46329999999995,12.460877726388889,39,308.8416666666166
16,36,178.02089999999697,12.460877726388889,36,297.8083333333
17,31,152.90659999999704,12.460877726388889,31,250.75666666664998
18,32,161.441699999998,12.460877726388889,32,265.01666666663334
19,33,171.161599999996,12.460877726388889,33,280.9149999998833
20,34,176.16259999999804,12.460877726388889,34,294.66166666661667
21,38,180.47759999999698,12.460877726388889,38,299.5299999999833
22,34,161.70779999999704,12.460877726388889,34,271.29333333328333
23,31,164.400599999999,12.460877726388889,31,274.9149999999666
24,35,163.91869999999903,12.460877726388889,35,273.55499999995
25,34,164.62199999999703,12.460877726388889,34,274.3483333332501
26,35,171.693899999996,12.460877726388889,35,288.9433333332833
27,35,166.63889999999594,12.460877726388889,35,279.3516666666333
28,36,157.12529999999697,12.460877726388889,36,270.63833333329995
29,36,170.05889999999698,12.460877726388889,36,281.7883333333
30,35,174.60049999999706,12.460877726388889,35,297.06666666663335
