order_id,status,placement_time,ready_time,pickup_time,delivery_time,click_to_door,ready_to_pickup,courier_id,bundle_size,routing_source
0,delivered,2025-07-03 08:00:27,2025-07-03 08:07:49.633562,2025-07-03 08:39:10.785687,2025-07-03 08:42:10.100,41.718333333333334,31.35253541666667,2,4,osrm
1,delivered,2025-07-03 08:00:54,2025-07-03 08:14:41.583669,2025-07-03 08:15:28.400000,2025-07-03 08:19:27.700,18.561666666666667,0.7802721833333333,15,1,osrm
2,delivered,2025-07-03 08:00:46,2025-07-03 08:07:17.760955,2025-07-03 08:21:21.500000,2025-07-03 08:23:45.500,22.991666666666667,14.062317416666668,4,1,osrm
3,delivered,2025-07-03 08:00:27,2025-07-03 08:10:52.315366,2025-07-03 08:27:07.000000,2025-07-03 08:30:14.400,29.790000000000003,16.2447439,21,1,osrm
4,delivered,2025-07-03 08:01:25,2025-07-03 08:15:14.175270,2025-07-03 08:47:01.604951,2025-07-03 08:55:49.500,54.40833333333333,31.790494683333336,27,3,osrm
5,delivered,2025-07-03 08:01:30,2025-07-03 08:10:18.697662,2025-07-03 08:18:08.600000,2025-07-03 08:21:12.200,19.703333333333333,7.831705633333333,5,1,osrm
6,delivered,2025-07-03 08:01:19,2025-07-03 08:09:42.566510,2025-07-03 08:25:44.700000,2025-07-03 08:30:37.800,29.313333333333333,16.035558166666668,23,1,osrm
7,delivered,2025-07-03 08:04:48,2025-07-03 08:16:28.246782,2025-07-03 08:52:08.437127,2025-07-03 08:56:59.200,52.18666666666666,35.669839083333336,3,3,osrm
8,delivered,2025-07-03 08:04:39,2025-07-03 08:14:13.373907,2025-07-03 08:16:15.100000,2025-07-03 08:20:05.300,15.438333333333333,2.0287682166666667,17,1,osrm
9,delivered,2025-07-03 08:04:33,2025-07-03 08:19:00.385977,2025-07-03 08:20:08.300000,2025-07-03 08:22:58.400,18.423333333333336,1.1319003833333334,9,2,osrm
10,delivered,2025-07-03 08:06:16,2025-07-03 08:21:17.942606,2025-07-03 11:23:53.800000,2025-07-03 11:37:03.700,210.79500000000002,182.59762323333334,29,4,osrm
11,delivered,2025-07-03 08:07:45,2025-07-03 08:20:17.014333,2025-07-03 08:48:30.387331,2025-07-03 08:56:23.400,48.64,28.2228833,14,2,osrm
12,delivered,2025-07-03 08:07:20,2025-07-03 08:22:21.076862,2025-07-03 08:53:14.697992,2025-07-03 08:53:02.500,45.708333333333336,30.8936855,19,4,osrm
13,delivered,2025-07-03 08:08:20,2025-07-03 08:17:37.364654,2025-07-03 08:20:08.300000,2025-07-03 08:22:58.400,14.639999999999999,2.5155891,9,2,osrm
14,delivered,2025-07-03 08:09:37,2025-07-03 08:24:25.829502,2025-07-03 09:08:39.665302,2025-07-03 09:12:21.200,62.736666666666665,44.23059666666666,1,4,osrm
15,delivered,2025-07-03 08:11:49,2025-07-03 08:20:15.742823,2025-07-03 08:30:23.500000,2025-07-03 08:33:46.900,21.965,10.129286283333332,12,1,osrm
16,delivered,2025-07-03 08:11:25,2025-07-03 08:18:28.005964,2025-07-03 08:39:41.969157,2025-07-03 08:45:22.000,33.95,21.232719883333335,26,3,osrm
17,delivered,2025-07-03 08:11:36,2025-07-03 08:22:07.852258,2025-07-03 08:29:35.900000,2025-07-03 08:32:55.500,21.325,7.467462366666667,7,1,osrm
18,delivered,2025-07-03 08:12:36,2025-07-03 08:25:15.811293,2025-07-03 08:39:10.785687,2025-07-03 08:42:10.100,29.56833333333333,13.916239899999999,2,4,osrm
19,delivered,2025-07-03 08:13:06,2025-07-03 08:23:17.070108,2025-07-03 08:52:08.437127,2025-07-03 08:56:59.200,43.88666666666666,28.856116983333333,3,3,osrm
20,delivered,2025-07-03 08:13:34,2025-07-03 08:29:37.099283,2025-07-03 08:39:41.969157,2025-07-03 08:45:22.000,31.8,10.081164566666667,26,3,osrm
21,delivered,2025-07-03 08:14:16,2025-07-03 08:28:18.978334,2025-07-03 11:29:25.800000,2025-07-03 11:40:00.100,205.735,181.11369443333334,17,4,osrm
22,delivered,2025-07-03 08:14:52,2025-07-03 08:26:42.850875,2025-07-03 08:55:48.856598,2025-07-03 08:56:03.000,41.18333333333333,29.100095383333333,24,4,osrm
23,delivered,2025-07-03 08:15:34,2025-07-03 08:28:01.578136,2025-07-03 09:09:27.815711,2025-07-03 09:16:16.300,60.705000000000005,41.43729291666667,18,4,osrm
24,delivered,2025-07-03 08:17:22,2025-07-03 08:31:59.464930,2025-07-03 09:20:53.096237,2025-07-03 09:24:15.900,66.89833333333334,48.89385511666667,11,3,osrm
25,delivered,2025-07-03 08:18:18,2025-07-03 08:36:08.934440,2025-07-03 09:18:43.650149,2025-07-03 09:19:12.300,60.905,42.57859515,27,4,osrm
26,delivered,2025-07-03 08:18:14,2025-07-03 08:30:49.669477,2025-07-03 10:50:30.300000,2025-07-03 10:57:50.700,159.61166666666668,139.67717538333332,18,4,osrm
27,delivered,2025-07-03 08:18:39,2025-07-03 08:30:25.643032,2025-07-03 08:30:25.643032,2025-07-03 08:35:14.600,16.593333333333334,0.0,27,2,osrm
28,delivered,2025-07-03 08:19:12,2025-07-03 08:29:44.784455,2025-07-03 08:54:43.146663,2025-07-03 09:02:40.900,43.48166666666667,24.972703466666665,6,4,osrm
29,delivered,2025-07-03 08:19:47,2025-07-03 08:27:43.049567,2025-07-03 08:53:05.930712,2025-07-03 08:58:24.900,38.63166666666667,25.38135241666667,28,4,osrm
30,delivered,2025-07-03 08:19:22,2025-07-03 08:29:04.447562,2025-07-03 09:18:43.650149,2025-07-03 09:19:12.300,59.83833333333334,49.65337645,27,4,osrm
31,delivered,2025-07-03 08:20:20,2025-07-03 08:27:32.389666,2025-07-03 08:55:53.668000,2025-07-03 09:00:33.500,40.225,28.3546389,9,4,osrm
32,delivered,2025-07-03 08:21:06,2025-07-03 08:33:19.260410,2025-07-03 08:53:05.930712,2025-07-03 08:58:24.900,37.315000000000005,19.777838366666668,28,4,osrm
33,delivered,2025-07-03 08:21:28,2025-07-03 08:35:12.213442,2025-07-03 08:57:16.944155,2025-07-03 09:07:11.800,45.730000000000004,22.078845216666664,8,4,osrm
34,delivered,2025-07-03 08:21:16,2025-07-03 08:36:05.539804,2025-07-03 08:39:10.785687,2025-07-03 08:42:10.100,20.901666666666664,3.087431383333333,2,4,osrm
35,delivered,2025-07-03 08:21:36,2025-07-03 08:30:27.486625,2025-07-03 09:26:40.848631,2025-07-03 09:34:19.500,72.725,56.2227001,10,4,osrm
36,delivered,2025-07-03 08:21:43,2025-07-03 08:33:37.230425,2025-07-03 11:58:45.000000,2025-07-03 12:10:57.300,229.23833333333332,205.12949291666666,26,4,osrm
37,delivered,2025-07-03 08:21:58,2025-07-03 08:39:10.785687,2025-07-03 08:39:10.785687,2025-07-03 08:42:10.100,20.201666666666664,0.0,2,4,osrm
38,delivered,2025-07-03 08:21:13,2025-07-03 08:28:01.350560,2025-07-03 08:30:25.643032,2025-07-03 08:35:14.600,14.026666666666667,2.4048745333333335,27,2,osrm
39,delivered,2025-07-03 08:22:22,2025-07-03 08:33:43.008266,2025-07-03 08:54:25.048156,2025-07-03 09:00:45.800,38.39666666666667,20.700664833333335,17,4,osrm
40,delivered,2025-07-03 08:22:21,2025-07-03 08:33:22.815181,2025-07-03 08:54:43.146663,2025-07-03 09:02:40.900,40.33166666666667,21.338858033333334,6,4,osrm
41,delivered,2025-07-03 08:23:01,2025-07-03 08:32:30.808723,2025-07-03 10:58:06.587612,2025-07-03 11:01:56.500,158.925,145.59631481666665,23,4,osrm
42,delivered,2025-07-03 08:23:59,2025-07-03 08:34:27.680906,2025-07-03 09:17:12.926727,2025-07-03 09:23:20.100,59.35166666666667,42.75409701666667,12,4,osrm
43,delivered,2025-07-03 08:23:43,2025-07-03 08:39:41.969157,2025-07-03 08:39:41.969157,2025-07-03 08:45:22.000,21.65,0.0,26,3,osrm
44,delivered,2025-07-03 08:24:15,2025-07-03 08:36:20.760723,2025-07-03 08:54:25.048156,2025-07-03 09:00:45.800,36.513333333333335,18.071457216666666,17,4,osrm
45,delivered,2025-07-03 08:24:33,2025-07-03 08:32:53.741863,2025-07-03 08:55:45.476930,2025-07-03 08:58:54.800,34.36333333333334,22.862251116666666,25,4,osrm
46,delivered,2025-07-03 08:25:06,2025-07-03 08:36:53.949015,2025-07-03 08:48:48.348663,2025-07-03 08:52:20.300,27.238333333333333,11.9066608,12,4,osrm
47,delivered,2025-07-03 08:25:38,2025-07-03 08:35:30.168549,2025-07-03 09:16:26.838421,2025-07-03 09:22:41.900,57.065000000000005,40.944497866666666,25,4,osrm
48,delivered,2025-07-03 08:26:12,2025-07-03 08:38:22.534039,2025-07-03 08:47:01.604951,2025-07-03 08:55:49.500,29.625,8.651181866666667,27,3,osrm
49,delivered,2025-07-03 08:26:02,2025-07-03 08:36:53.337460,2025-07-03 09:30:38.113695,2025-07-03 09:38:44.900,72.71499999999999,53.74627058333333,21,4,osrm
50,delivered,2025-07-03 08:27:19,2025-07-03 08:38:12.895893,2025-07-03 08:55:53.668000,2025-07-03 09:00:33.500,33.24166666666667,17.679535116666667,9,4,osrm
51,delivered,2025-07-03 08:27:23,2025-07-03 08:36:21.371372,2025-07-03 09:09:27.815711,2025-07-03 09:15:48.800,48.43,33.10740565,24,4,osrm
52,delivered,2025-07-03 08:28:17,2025-07-03 08:37:02.235961,2025-07-03 11:05:25.500000,2025-07-03 11:14:12.500,165.925,148.38773398333333,13,4,osrm
53,delivered,2025-07-03 08:28:24,2025-07-03 08:41:17.753474,2025-07-03 11:35:10.800000,2025-07-03 11:42:29.100,194.085,173.88410876666666,27,3,osrm
54,delivered,2025-07-03 08:29:24,2025-07-03 08:39:13.257095,2025-07-03 09:17:39.997383,2025-07-03 09:21:18.000,51.9,38.44567146666667,23,4,osrm
55,delivered,2025-07-03 08:29:26,2025-07-03 08:39:29.312037,2025-07-03 09:09:27.815711,2025-07-03 09:08:01.200,38.586666666666666,29.975061233333335,15,4,osrm
56,delivered,2025-07-03 08:29:53,2025-07-03 08:42:08.269076,2025-07-03 08:55:53.668000,2025-07-03 09:00:33.500,30.675,13.756648733333332,9,4,osrm
57,delivered,2025-07-03 08:29:45,2025-07-03 08:43:23.810793,2025-07-03 09:01:28.570799,2025-07-03 09:01:30.900,31.765,18.079333433333332,2,4,osrm
58,delivered,2025-07-03 08:31:37,2025-07-03 08:44:54.136611,2025-07-03 10:49:44.000000,2025-07-03 10:59:51.100,148.235,124.83105648333334,2,4,osrm
