courier_id,orders_delivered,total_distance_km,shift_duration_hours,bundles_picked_up,driving_time_minutes
1,20,103.96790000000003,12.409966188055556,20,171.85833333333332
2,24,116.87929999999999,12.409966188055556,24,194.34499999999997
3,33,153.9449,12.409966188055556,33,253.12666666666667
4,23,108.5375,12.409966188055556,23,181.73833333333332
5,20,106.7102,12.409966188055556,20,165.4766666666667
6,21,91.2242,12.409966188055556,21,155.735
7,25,117.21200000000002,12.409966188055556,25,193.82833333333332
8,24,120.96520000000002,12.409966188055556,24,205.19500000000002
9,28,139.40559999999996,12.409966188055556,28,240.72166666666664
10,35,167.1825,12.409966188055556,35,292.315
11,29,142.8782,12.409966188055556,29,236.94500000000002
12,23,111.03540000000001,12.409966188055556,23,196.81166666666664
13,32,141.85969999999998,12.409966188055556,32,247.14333333333337
14,26,117.77280000000002,12.409966188055556,26,201.22666666666663
15,17,96.3082,12.409966188055556,17,157.585
16,24,117.03009999999999,12.409966188055556,24,190.35
17,17,87.37289999999999,12.409966188055556,17,149.75833333333333
18,36,158.53300000000002,12.409966188055556,36,258.2533333333333
19,22,109.77100000000002,12.409966188055556,22,182.05166666666665
20,27,129.623,12.409966188055556,27,213.54999999999998
21,24,126.22519999999999,12.409966188055556,24,205.3033333333333
22,26,130.87220000000002,12.409966188055556,26,210.1966666666667
23,30,148.84060000000005,12.409966188055556,30,258.0783333333333
24,34,164.63340000000002,12.409966188055556,34,269.8733333333334
25,30,154.39909999999998,12.409966188055556,30,252.25000000000003
26,18,94.63449999999999,12.409966188055556,18,152.75833333333333
27,32,150.8943,12.409966188055556,32,255.57833333333326
28,26,135.25780000000003,12.409966188055556,26,220.9366666666667
29,22,110.73639999999999,12.409966188055556,22,185.99333333333337
30,22,121.53519999999999,12.409966188055556,22,193.47
31,23,124.58210000000003,12.409966188055556,23,209.08
32,27,136.1733,12.409966188055556,27,224.01166666666666
33,29,130.37490000000003,12.409966188055556,29,225.69166666666672
34,20,101.7839,12.409966188055556,20,172.06500000000003
35,30,156.16850000000005,12.409966188055556,30,266.085
36,19,99.9634,12.409966188055556,19,167.62666666666667
37,29,151.8667,12.409966188055556,29,263.37166666666667
38,17,96.80980000000001,12.409966188055556,17,163.64833333333334
39,28,130.80280000000005,12.409966188055556,28,229.66499999999996
40,28,131.029,12.409966188055556,28,226.57166666666666
41,22,122.46320000000001,12.409966188055556,22,208.46166666666667
