courier_id,orders_delivered,total_distance_km,shift_duration_hours,bundles_picked_up,driving_time_minutes
1,31,134.347999999999,12.453877729166667,15,235.93666666661667
2,43,155.470499999997,12.453877729166667,21,284.3216666666
3,33,145.92229999999796,12.453877729166667,16,251.32833333331666
4,27,127.82339999999705,12.453877729166667,14,231.19666666665003
5,38,148.90329999999898,12.453877729166667,17,261.63666666664994
6,34,137.282699999997,12.453877729166667,16,251.30666666663336
7,39,149.79089999999596,12.453877729166667,22,272.0899999999833
8,38,146.43059999999906,12.453877729166667,16,263.82166666665006
9,25,129.67939999999896,12.453877729166667,14,241.29333333331664
10,39,154.32079999999797,12.453877729166667,23,270.44333333328325
11,37,135.553099999995,12.453877729166667,15,238.32499999996668
12,41,167.35339999999795,12.453877729166667,19,285.5883333333167
13,47,150.57449999999798,12.453877729166667,21,265.26333333326664
14,38,145.40959999999703,12.453877729166667,20,271.0183333332833
15,49,168.831899999998,12.453877729166667,25,301.26166666663335
16,36,138.7953,12.453877729166667,18,243.62166666661665
17,36,153.183099999999,12.453877729166667,19,268.5033333332666
18,29,144.231299999998,12.453877729166667,18,255.9199999999667
19,36,135.26739999999802,12.453877729166667,18,250.92999999995
20,35,155.59179999999898,12.453877729166667,20,271.92666666665
21,33,133.696299999999,12.453877729166667,13,233.09166666663342
22,25,133.04680000000002,12.453877729166667,10,233.28166666663338
23,40,138.600299999995,12.453877729166667,17,255.75999999996662
24,35,147.12240000000003,12.453877729166667,18,261.8433333333
25,25,128.130099999999,12.453877729166667,12,221.635
26,45,165.564999999997,12.453877729166667,20,284.97166666658325
27,36,142.561899999997,12.453877729166667,18,246.70166666665003
28,43,156.415899999997,12.453877729166667,19,276.01666666663334
29,31,144.33060000000003,12.453877729166667,18,255.92499999995
30,35,132.72339999999704,12.453877729166667,15,244.28833333328333
