order_id,restaurant_id,created_at,ready_at,rest_lat,rest_lon,dest_lat,dest_lon
0,24,2025-07-03 11:00:00,2025-07-03 11:10:00,24.1491183,-110.3058004,24.15805391610711,-110.28555616854516
1,15,2025-07-03 11:00:00,2025-07-03 11:09:00,24.147748,-110.308811,24.136536882818355,-110.339318241934
2,6,2025-07-03 11:00:00,2025-07-03 11:11:00,24.1492468,-110.3112286,24.13601701344102,-110.31165815766404
3,13,2025-07-03 11:00:00,2025-07-03 11:04:00,24.1572701,-110.3108027,24.161997201353866,-110.30447322431333
4,10,2025-07-03 11:00:00,2025-07-03 11:08:00,24.1568093,-110.3118243,24.158130399060763,-110.32733987441381
5,15,2025-07-03 11:00:00,2025-07-03 11:04:00,24.147748,-110.308811,24.156494955900378,-110.31421468381235
6,3,2025-07-03 11:00:00,2025-07-03 11:05:00,24.14967,-110.3102532,24.122685400509802,-110.30581568053971
7,14,2025-07-03 11:00:00,2025-07-03 11:09:00,24.1574561,-110.3110924,24.134082103151236,-110.2989163440543
8,8,2025-07-03 11:00:00,2025-07-03 11:07:00,24.155844,-110.3130352,24.146142093305173,-110.28353425330575
9,13,2025-07-03 11:00:00,2025-07-03 11:06:00,24.1572701,-110.3108027,24.123828881036623,-110.32946358897719
10,3,2025-07-03 11:01:00,2025-07-03 11:06:00,24.14967,-110.3102532,24.139508598617223,-110.3061185049356
11,7,2025-07-03 11:01:00,2025-07-03 11:13:00,24.1555054,-110.3124632,24.181867022391643,-110.28330072115331
12,20,2025-07-03 11:01:00,2025-07-03 11:07:00,24.1501434,-110.3155258,24.154513768100724,-110.32073831185023
13,21,2025-07-03 11:01:00,2025-07-03 11:09:00,24.1490742,-110.3149483,24.16054976332035,-110.29014894061848
14,15,2025-07-03 11:01:00,2025-07-03 11:07:00,24.147748,-110.308811,24.1518930014057,-110.32525903723396
15,13,2025-07-03 11:01:00,2025-07-03 11:07:00,24.1572701,-110.3108027,24.164188828363088,-110.30839988761663
16,3,2025-07-03 11:01:00,2025-07-03 11:06:00,24.14967,-110.3102532,24.15573468472046,-110.27441734770143
17,22,2025-07-03 11:01:00,2025-07-03 11:12:00,24.155817,-110.315147,24.139284202153362,-110.31452618226203
18,21,2025-07-03 11:01:00,2025-07-03 11:10:00,24.1490742,-110.3149483,24.163678868642233,-110.32792571901501
19,14,2025-07-03 11:01:00,2025-07-03 11:05:00,24.1574561,-110.3110924,24.141374214640894,-110.31788492647894
20,19,2025-07-03 11:01:00,2025-07-03 11:07:00,24.1472935,-110.308691,24.14071104191639,-110.30827743949116
21,0,2025-07-03 11:01:00,2025-07-03 11:10:00,24.1539284,-110.3120003,24.138552641801617,-110.31908860035784
22,9,2025-07-03 11:01:00,2025-07-03 11:06:00,24.1496899,-110.3073499,24.17787674539089,-110.30532459953926
23,19,2025-07-03 11:01:00,2025-07-03 11:11:00,24.1472935,-110.308691,24.163022152688725,-110.31107546769874
24,13,2025-07-03 11:01:00,2025-07-03 11:08:00,24.1572701,-110.3108027,24.149471801543097,-110.32554595212626
25,13,2025-07-03 11:02:00,2025-07-03 11:07:00,24.1572701,-110.3108027,24.13732753962021,-110.34039434396449
26,12,2025-07-03 11:02:00,2025-07-03 11:10:00,24.1485734,-110.3081045,24.142594526387605,-110.28913048259899
27,18,2025-07-03 11:02:00,2025-07-03 11:12:00,24.149921,-110.305661,24.145638158230348,-110.30261943180638
28,7,2025-07-03 11:02:00,2025-07-03 11:08:00,24.1555054,-110.3124632,24.16588320416634,-110.32811379091216
29,16,2025-07-03 11:02:00,2025-07-03 11:08:00,24.1574957,-110.312245,24.16446164945214,-110.32100285310688
30,6,2025-07-03 11:03:00,2025-07-03 11:11:00,24.1492468,-110.3112286,24.148981587442574,-110.33864601905216
31,12,2025-07-03 11:03:00,2025-07-03 11:07:00,24.1485734,-110.3081045,24.15946727613873,-110.27752033925336
32,1,2025-07-03 11:03:00,2025-07-03 11:14:00,24.1508362,-110.3118747,24.15646615653475,-110.28180731411209
33,21,2025-07-03 11:03:00,2025-07-03 11:08:00,24.1490742,-110.3149483,24.153074165487265,-110.31169327523878
34,5,2025-07-03 11:03:00,2025-07-03 11:11:00,24.1522007,-110.3134902,24.145779207094062,-110.29631300517995
35,7,2025-07-03 11:03:00,2025-07-03 11:12:00,24.1555054,-110.3124632,24.135675983271927,-110.32558800575323
36,19,2025-07-03 11:03:00,2025-07-03 11:11:00,24.1472935,-110.308691,24.162695154365547,-110.32731940736585
37,2,2025-07-03 11:03:00,2025-07-03 11:13:00,24.1515198,-110.3084719,24.172695155094043,-110.31301824137599
38,7,2025-07-03 11:03:00,2025-07-03 11:11:00,24.1555054,-110.3124632,24.156205537133477,-110.31001256260255
39,23,2025-07-03 11:04:00,2025-07-03 11:08:00,24.1490409,-110.3150857,24.156302316450006,-110.30750182097792
40,8,2025-07-03 11:04:00,2025-07-03 11:11:00,24.155844,-110.3130352,24.16039923155987,-110.33478547859356
41,13,2025-07-03 11:04:00,2025-07-03 11:15:00,24.1572701,-110.3108027,24.158484249717837,-110.30373605522865
