order_id,status,placement_time,ready_time,pickup_time,delivery_time,click_to_door,ready_to_pickup,courier_id,bundle_size,routing_source
0,delivered,2025-07-03 08:00:31,2025-07-03 08:10:19.341393,2025-07-03 08:10:46.000000,2025-07-03 08:13:00.900,12.498333333333333,0.44431011666666664,7,1,osrm
1,delivered,2025-07-03 08:00:20,2025-07-03 08:11:11.792243,2025-07-03 08:11:11.792243,2025-07-03 08:14:32.500,14.208333333333334,0.0,2,1,osrm
2,delivered,2025-07-03 08:00:03,2025-07-03 08:15:00.594227,2025-07-03 08:15:00.594227,2025-07-03 08:06:54.600,6.86,0.0,1,1,osrm
3,delivered,2025-07-03 08:02:07,2025-07-03 08:11:01.402708,2025-07-03 08:11:01.402708,2025-07-03 08:12:08.300,10.021666666666667,0.0,8,1,osrm
4,delivered,2025-07-03 08:04:40,2025-07-03 08:14:17.263612,2025-07-03 08:14:17.263612,2025-07-03 08:13:17.700,8.628333333333334,0.0,6,1,osrm
5,delivered,2025-07-03 08:04:27,2025-07-03 08:17:04.205926,2025-07-03 08:17:04.205926,2025-07-03 08:14:46.100,10.318333333333333,0.0,5,1,osrm
6,delivered,2025-07-03 08:04:56,2025-07-03 08:18:26.159194,2025-07-03 08:18:26.159194,2025-07-03 08:14:28.100,9.535,0.0,3,1,osrm
7,delivered,2025-07-03 08:04:52,2025-07-03 08:15:40.508810,2025-07-03 08:15:40.508810,2025-07-03 08:13:48.700,8.945,0.0,4,1,osrm
8,delivered,2025-07-03 08:05:10,2025-07-03 08:18:10.544237,2025-07-03 08:18:10.544237,2025-07-03 08:19:08.100,13.968333333333334,0.0,14,1,osrm
9,delivered,2025-07-03 08:05:49,2025-07-03 08:17:41.979588,2025-07-03 08:17:41.979588,2025-07-03 08:19:06.200,13.286666666666667,0.0,10,1,osrm
10,delivered,2025-07-03 08:05:12,2025-07-03 08:19:52.121306,2025-07-03 08:19:52.121306,2025-07-03 08:18:09.500,12.958333333333334,0.0,17,1,osrm
11,delivered,2025-07-03 08:06:15,2025-07-03 08:27:58.103096,2025-07-03 08:27:58.103096,2025-07-03 08:20:20.800,14.096666666666666,0.0,13,1,osrm
12,delivered,2025-07-03 08:07:22,2025-07-03 08:23:59.949695,2025-07-03 08:23:59.949695,2025-07-03 08:14:58.000,7.6,0.0,12,1,osrm
13,delivered,2025-07-03 08:07:38,2025-07-03 08:15:23.103873,2025-07-03 08:15:23.103873,2025-07-03 08:17:43.000,10.083333333333334,0.0,16,1,osrm
14,delivered,2025-07-03 08:07:59,2025-07-03 08:16:34.364246,2025-07-03 08:17:31.500000,2025-07-03 08:22:13.400,14.24,0.9522625666666666,15,1,osrm
15,delivered,2025-07-03 08:07:47,2025-07-03 08:13:22.068728,2025-07-03 08:14:53.200000,2025-07-03 08:18:21.100,10.568333333333333,1.5188545333333332,11,1,osrm
