courier_id,orders_delivered,total_distance_km,shift_duration_hours,bundles_picked_up,driving_time_minutes
1,86,198.6583,12.409966188055556,31,358.9466666666667
2,91,201.82010000000002,12.409966188055556,35,366.8266666666667
3,80,202.51330000000002,12.409966188055556,30,353.47333333333324
4,80,186.21479999999994,12.409966188055556,32,337.40333333333336
5,75,195.18530000000004,12.409966188055556,30,341.925
6,81,195.69949999999994,12.409966188055556,32,356.78166666666675
7,87,212.46620000000004,12.409966188055556,33,376.29999999999995
8,78,189.42039999999997,12.409966188055556,29,352.29166666666663
9,73,191.47460000000012,12.409966188055556,29,334.2966666666667
10,83,199.2135,12.409966188055556,30,362.59000000000003
11,87,198.28239999999994,12.409966188055556,28,358.175
12,82,191.67929999999998,12.409966188055556,32,339.49166666666656
13,83,205.04530000000003,12.409966188055556,30,362.7783333333333
14,90,214.07079999999996,12.409966188055556,33,377.3333333333333
15,85,206.32730000000006,12.409966188055556,31,370.7199999999999
16,83,196.62679999999995,12.409966188055556,33,345.60333333333335
17,87,201.7433,12.409966188055556,32,364.64833333333326
18,81,187.3427,12.409966188055556,30,343.1983333333333
19,79,182.1531,12.409966188055556,30,340.4116666666667
20,84,208.14550000000008,12.409966188055556,30,359.27166666666665
21,64,186.59169999999997,12.409966188055556,26,330.91999999999996
22,76,190.89130000000006,12.409966188055556,28,348.55999999999995
23,85,213.23340000000002,12.409966188055556,32,363.84166666666675
24,84,209.1495,12.409966188055556,31,371.15
25,78,182.27740000000003,12.409966188055556,27,332.77166666666665
26,79,191.5524,12.409966188055556,28,344.47
27,82,192.85599999999997,12.409966188055556,31,347.11166666666657
28,81,200.64640000000003,12.409966188055556,33,354.4800000000001
29,83,198.29239999999993,12.409966188055556,29,354.945
30,85,195.2398,12.409966188055556,30,344.8899999999999
